aX,aY,aZ,gX,gY,gZ
-0.290,0.099,-1.742,-19.470,-86.182,17.029
-0.245,0.092,-1.556,-4.272,-68.054,15.381
-0.216,0.116,-1.391,1.221,-46.509,21.057
-0.213,0.132,-1.252,-3.174,-28.259,28.137
-0.212,0.142,-1.168,-14.404,-16.724,30.945
-0.200,0.189,-1.124,-28.381,-10.254,26.978
-0.181,0.212,-1.132,-42.297,-6.226,19.348
-0.145,0.185,-1.181,-55.664,-4.578,12.085
-0.099,0.153,-1.234,-65.308,-6.104,7.446
-0.046,0.145,-1.303,-67.749,-5.859,5.554
0.006,0.147,-1.355,-64.392,-1.648,6.042
0.033,0.156,-1.395,-58.167,3.052,6.958
0.036,0.154,-1.419,-51.086,4.944,6.592
0.030,0.137,-1.436,-44.189,4.333,5.554
0.001,0.115,-1.433,-36.743,1.892,3.967
-0.044,0.099,-1.416,-30.090,-3.479,2.563
-0.094,0.081,-1.385,-25.879,-11.719,1.587
-0.137,0.083,-1.355,-23.254,-20.386,0.793
-0.167,0.099,-1.337,-20.325,-27.344,-1.282
-0.169,0.103,-1.325,-16.724,-32.288,-2.991
-0.171,0.114,-1.312,-11.597,-34.119,-4.944
-0.155,0.109,-1.297,-6.165,-30.273,-7.446
-0.132,0.084,-1.280,-1.282,-22.522,-10.010
-0.121,0.049,-1.270,3.906,-12.390,-10.559
-0.123,0.031,-1.251,10.132,-0.916,-7.690
-0.142,0.040,-1.218,17.151,11.230,-3.052

-0.389,0.381,-2.032,73.486,46.692,6.775
-0.481,0.378,-2.121,97.229,53.345,-3.479
-0.552,0.322,-2.214,121.887,58.411,-17.029
-0.544,0.205,-2.308,142.151,62.683,-28.198
-0.411,0.037,-2.368,152.954,65.674,-30.884
-0.220,-0.085,-2.484,154.846,65.186,-23.071
-0.337,-0.014,-2.808,157.166,50.903,-8.728
-0.598,0.177,-3.269,173.889,25.818,0.305
-0.825,0.255,-3.620,222.168,11.841,-11.597
-0.958,0.042,-3.716,298.340,19.531,-54.382
-0.929,-0.504,-3.529,376.282,39.429,-112.549
-0.691,-0.970,-3.138,437.134,53.894,-162.292
-0.555,-1.010,-2.796,486.084,50.476,-195.923
-0.510,-0.931,-2.469,517.700,22.949,-217.224
-0.461,-0.897,-2.125,528.687,-18.860,-231.140
-0.400,-0.855,-1.804,536.194,-57.129,-242.310
-0.347,-0.792,-1.525,540.649,-80.566,-247.253
-0.304,-0.751,-1.317,543.030,-87.158,-242.126
-0.266,-0.739,-1.202,547.852,-75.745,-228.943
-0.256,-0.755,-1.132,554.626,-47.668,-211.365
-0.170,-0.821,-1.071,553.772,-14.038,-189.880
-0.072,-0.748,-0.997,538.635,8.423,-167.236
-0.069,-0.612,-0.924,519.714,9.705,-151.672
-0.117,-0.535,-0.820,500.549,-18.372,-148.621
-0.187,-0.555,-0.703,480.957,-72.144,-159.363
-0.246,-0.626,-0.571,463.013,-127.991,-176.270
-0.291,-0.678,-0.469,448.975,-166.443,-188.599
-0.339,-0.761,-0.432,434.814,-184.326,-192.871
-0.263,-0.812,-0.453,418.152,-183.105,-183.716
-0.163,-0.812,-0.514,409.058,-160.522,-164.734
-0.048,-0.841,-0.563,409.363,-128.174,-136.780
0.131,-0.813,-0.598,420.166,-101.746,-98.206
0.056,-0.709,-0.542,441.223,-88.501,-61.462
-0.179,-0.699,-0.367,460.327,-80.444,-28.931
-0.490,-0.841,-0.031,472.351,-72.510,-11.292
-0.892,-1.129,0.365,479.126,-57.434,-25.024
-1.106,-1.663,0.725,471.497,-32.837,-66.223
-1.160,-2.487,1.084,439.758,-12.817,-125.305
-0.834,-3.355,1.860,393.860,-22.827,-165.894
-0.518,-4.000,2.880,339.722,-74.768,-156.982
-0.121,-4.000,3.999,260.132,-115.479,-133.240
0.444,-4.000,4.000,170.471,-103.577,-109.314
0.887,-4.000,4.000,67.078,-47.119,-86.121
1.067,-3.378,4.000,-57.678,0.061,-51.575
1.151,-2.466,3.552,-160.889,21.118,-5.127
0.646,-1.531,1.647,-223.389,65.308,30.029
-0.161,-0.555,-0.217,-260.620,135.620,80.994
-0.440,0.306,-1.257,-263.733,168.518,133.362
-0.301,1.062,-1.637,-210.144,155.151,149.902
-0.268,1.389,-1.339,-127.563,106.567,121.155
-0.156,1.408,-0.669,-54.260,52.856,75.439
-0.023,1.217,0.082,-11.780,24.780,36.499
0.115,0.918,0.688,-12.268,14.709,7.141
0.259,0.616,1.071,-42.969,0.916,-5.188
0.287,0.358,1.205,-85.144,-18.494,-4.944
0.241,0.133,1.197,-119.812,-32.166,-6.775
0.200,-0.062,1.194,-135.742,-34.668,-17.944
0.243,-0.242,1.251,-139.038,-27.832,-27.710
0.297,-0.512,1.366,-139.648,-17.212,-29.724
0.350,-0.664,1.471,-137.329,-4.395,-18.982
0.379,-0.699,1.621,-139.832,6.958,-4.333
0.385,-0.736,1.705,-151.367,16.357,5.127
0.368,-0.769,1.724,-171.936,24.719,17.822
0.350,-0.773,1.670,-195.618,33.447,32.654
0.307,-0.751,1.557,-217.834,43.335,46.631
0.267,-0.731,1.416,-237.000,53.162,58.472
0.247,-0.697,1.267,-250.610,62.500,66.650
0.222,-0.632,1.141,-258.728,70.984,72.449
0.190,-0.579,1.021,-265.259,78.552,77.576
0.161,-0.522,0.906,-271.667,85.815,82.642
0.126,-0.478,0.804,-278.687,94.788,88.074
0.116,-0.460,0.718,-286.926,104.736,95.093
0.105,-0.448,0.645,-296.082,110.840,104.187
0.057,-0.438,0.570,-306.946,112.305,115.479
0.012,-0.439,0.489,-320.129,111.145,126.770
-0.010,-0.457,0.373,-333.008,110.107,137.573
-0.052,-0.459,0.246,-341.675,111.877,149.658
-0.080,-0.417,0.119,-349.548,117.798,167.236
-0.131,-0.375,-0.041,-360.901,123.535,188.599
-0.251,-0.314,-0.246,-376.160,129.883,209.290
-0.370,-0.300,-0.438,-393.921,144.043,228.577
-0.458,-0.303,-0.595,-410.217,157.227,239.136
-0.517,-0.316,-0.735,-419.739,155.640,242.676
-0.542,-0.350,-0.855,-428.467,139.282,243.652
-0.542,-0.421,-0.956,-439.941,113.220,239.868
-0.547,-0.516,-1.054,-454.346,81.177,231.384
-0.560,-0.660,-1.146,-472.473,50.903,224.365
-0.494,-0.822,-1.404,-499.512,31.860,222.229
-0.627,-1.036,-1.432,-544.556,26.489,222.168
-0.702,-1.276,-1.818,-568.176,26.489,229.187
-0.818,-1.448,-2.142,-586.609,22.400,239.868
-0.839,-1.510,-2.526,-577.087,17.029,248.657
-0.859,-1.356,-2.833,-530.029,5.249,256.226
-0.882,-1.034,-3.009,-468.201,-11.169,265.076
-0.911,-0.645,-3.063,-397.644,-29.480,259.705
-0.941,-0.282,-3.013,-325.439,-46.265,234.070
-0.968,0.005,-2.903,-261.475,-58.472,197.327
-0.948,0.173,-2.765,-210.327,-64.575,158.447
-0.877,0.210,-2.621,-170.227,-64.880,118.896
-0.811,0.126,-2.489,-139.954,-61.401,81.421
-0.735,0.050,-2.339,-114.136,-54.749,56.396
-0.687,0.069,-2.180,-88.074,-46.936,45.410
-0.685,0.145,-2.017,-62.622,-41.138,41.687
-0.687,0.219,-1.859,-41.260,-36.316,39.429
-0.670,0.294,-1.701,-22.156,-31.128,32.043
-0.632,0.321,-1.563,-7.202,-24.719,19.409
-0.568,0.277,-1.453,0.732,-16.235,4.028
-0.472,0.200,-1.370,3.845,-5.493,-10.254
-0.373,0.130,-1.309,4.639,5.981,-22.339
-0.282,0.081,-1.282,4.150,17.151,-28.992
-0.231,0.058,-1.260,3.906,23.804,-29.236
-0.208,0.067,-1.233,4.883,23.560,-24.414
-0.205,0.066,-1.193,6.348,17.212,-18.494
-0.203,0.027,-1.146,5.554,7.080,-13.672
-0.209,-0.018,-1.104,3.296,-2.563,-9.521
-0.226,0.003,-1.091,1.465,-10.193,-4.333
-0.250,0.121,-1.166,-1.892,-15.503,-0.488
-0.364,0.320,-1.687,-7.507,-27.527,-1.953
-0.429,0.022,-1.446,6.165,-48.401,-5.371

-0.615,0.065,-2.678,25.208,42.542,33.142
-0.963,0.171,-3.360,34.058,46.997,40.039
-1.342,0.240,-3.965,72.266,61.096,28.564
-1.608,0.218,-4.000,154.236,89.172,-9.033
-1.592,-0.025,-4.000,261.902,117.126,-69.336
-1.376,-0.490,-3.748,360.535,126.526,-138.855
-0.983,-0.952,-3.152,426.086,117.432,-197.205
-0.720,-1.150,-2.635,458.923,89.478,-234.131
-0.491,-1.169,-2.195,473.450,43.945,-244.995
-0.332,-1.125,-1.814,471.741,-2.563,-235.046
-0.309,-1.023,-1.530,462.585,-36.133,-215.515
-0.336,-0.948,-1.347,454.407,-50.110,-195.190
-0.384,-0.945,-1.330,448.120,-40.955,-178.101
-0.443,-0.879,-1.405,441.589,-11.963,-164.917
-0.464,-0.677,-1.476,447.632,31.799,-155.273
-0.437,-0.569,-1.476,464.294,80.627,-151.245
-0.410,-0.593,-1.392,480.286,114.319,-155.762
-0.345,-0.652,-1.205,491.150,123.657,-168.640
-0.255,-0.713,-0.960,494.141,111.389,-184.814
-0.232,-0.825,-0.768,481.140,82.825,-197.083
-0.270,-0.844,-0.647,451.050,47.363,-197.571
-0.303,-0.703,-0.613,421.265,18.738,-189.636
-0.274,-0.621,-0.583,405.518,4.517,-188.171
-0.230,-0.687,-0.518,398.315,8.850,-184.082
-0.161,-0.722,-0.415,391.296,26.367,-166.199
-0.219,-0.726,-0.312,388.245,36.804,-147.278
-0.230,-0.753,-0.176,383.606,28.320,-138.306
-0.131,-0.831,-0.056,366.394,11.719,-139.771
-0.075,-0.891,-0.040,343.323,-4.822,-146.240
-0.029,-0.952,-0.046,322.937,-18.860,-155.212
0.074,-1.009,-0.031,310.852,-29.480,-170.227
0.252,-1.115,0.103,313.171,-37.964,-191.467
0.480,-1.288,0.448,327.637,-45.288,-209.656
0.641,-1.531,0.886,347.778,-55.176,-212.341
0.722,-1.821,1.484,374.207,-72.876,-202.209
0.684,-2.223,2.263,394.714,-96.985,-195.435
0.553,-2.893,3.152,384.033,-136.597,-198.975
0.568,-3.546,3.998,342.102,-185.425,-210.083
0.590,-3.637,4.000,269.531,-205.505,-206.970
0.821,-2.950,4.000,158.203,-168.335,-171.936
0.963,-2.321,4.000,23.804,-90.759,-123.962
0.901,-1.873,3.530,-99.426,-1.892,-63.538
0.665,-1.218,2.147,-175.110,77.942,11.108
0.296,-0.515,0.867,-212.097,130.310,86.548
-0.010,0.126,0.026,-218.262,144.897,141.174
-0.080,0.649,-0.347,-187.317,136.902,163.025
-0.119,0.979,-0.467,-138.855,122.192,155.884
-0.181,1.148,-0.382,-94.360,93.506,130.981
-0.212,1.203,-0.154,-64.392,51.331,100.281
-0.209,1.211,0.057,-53.101,14.221,67.444
-0.201,1.179,0.182,-53.711,-9.277,31.860
-0.058,1.014,0.340,-57.251,-31.250,-0.854
0.131,0.809,0.550,-59.692,-47.913,-20.935
0.242,0.611,0.706,-61.279,-54.626,-31.433
0.336,0.455,0.869,-60.730,-59.021,-36.560
0.425,0.295,1.032,-60.547,-64.697,-41.443
0.516,0.091,1.213,-62.012,-67.139,-46.753
0.633,-0.096,1.405,-63.843,-63.599,-49.500
0.722,-0.263,1.583,-68.176,-57.434,-44.250
0.729,-0.403,1.733,-77.637,-50.232,-29.419
0.685,-0.469,1.807,-86.670,-41.626,-9.827
0.624,-0.465,1.831,-96.497,-31.860,6.226
0.561,-0.472,1.805,-114.197,-20.386,20.630
0.503,-0.469,1.719,-135.376,-8.423,32.471
0.463,-0.437,1.563,-155.640,-0.732,41.870
0.389,-0.387,1.344,-173.767,3.357,50.720
0.298,-0.316,1.123,-183.716,4.150,56.946
0.217,-0.205,0.943,-182.678,5.066,57.007
0.119,-0.127,0.799,-175.354,11.536,50.232
0.018,-0.077,0.672,-161.499,23.926,36.926
-0.020,-0.037,0.584,-140.808,38.757,20.630
0.024,-0.015,0.566,-122.314,53.467,5.615
0.094,-0.026,0.532,-112.366,69.824,-3.113
0.162,-0.048,0.496,-112.183,85.510,-4.150
0.210,-0.057,0.443,-116.089,94.604,1.587
0.224,-0.051,0.411,-121.643,94.788,12.146
0.235,-0.039,0.338,-129.517,87.463,21.057
0.210,0.003,0.270,-139.343,77.820,29.785
0.176,0.027,0.215,-154.175,71.655,41.565
0.185,0.010,0.186,-172.546,65.735,55.359
0.243,-0.004,0.225,-197.205,55.542,71.777
0.259,-0.041,0.226,-234.619,40.039,97.717
0.148,-0.109,0.132,-283.936,24.170,131.714
-0.014,-0.183,-0.072,-335.754,20.325,168.091
-0.219,-0.209,-0.340,-377.502,26.245,200.806
-0.334,-0.191,-0.571,-411.865,33.264,229.370
-0.393,-0.224,-0.746,-445.618,41.138,252.808
-0.470,-0.303,-0.923,-476.013,55.664,280.029
-0.593,-0.336,-1.232,-501.953,75.073,312.439
-0.844,-0.123,-1.731,-521.667,78.003,333.557
-1.135,0.031,-2.080,-527.100,42.908,332.153
-1.297,0.105,-2.268,-498.291,-17.090,302.612
-1.270,0.260,-2.275,-432.068,-75.989,239.319
-1.090,0.404,-2.116,-354.126,-113.953,153.625
-0.834,0.371,-1.856,-294.800,-124.084,75.745
-0.546,0.247,-1.573,-264.404,-118.225,27.710
-0.359,0.133,-1.443,-260.681,-109.253,10.742
-0.349,0.125,-1.469,-277.832,-107.971,18.555
-0.315,0.157,-1.555,-298.767,-110.413,39.490
-0.334,0.246,-1.666,-314.087,-99.609,62.744
-0.344,0.304,-1.756,-316.528,-78.491,77.393
-0.379,0.319,-1.850,-303.711,-51.392,83.374
-0.404,0.403,-1.954,-272.095,-20.935,85.876
-0.401,0.550,-2.058,-224.915,5.920,83.313
-0.409,0.653,-2.082,-172.668,23.865,74.890
-0.377,0.657,-1.998,-125.244,26.611,57.922
-0.302,0.620,-1.881,-87.219,13.550,35.583
-0.246,0.540,-1.764,-62.744,-11.169,15.930
-0.208,0.480,-1.678,-52.551,-41.687,4.395
-0.193,0.480,-1.627,-52.124,-68.665,-0.732
-0.203,0.476,-1.611,-54.260,-84.473,-0.549
-0.250,0.559,-1.625,-52.856,-82.214,5.920
-0.306,0.593,-1.646,-50.781,-67.200,3.967
-0.288,0.558,-1.653,-43.518,-50.720,-4.211
-0.193,0.509,-1.615,-26.306,-35.522,-13.306
-0.120,0.442,-1.546,-2.808,-19.348,-21.912
-0.109,0.381,-1.448,21.667,-3.662,-26.062
-0.104,0.318,-1.309,41.992,5.615,-25.635
-0.108,0.298,-1.155,54.016,7.080,-23.071

-0.440,0.438,-2.219,74.951,-14.893,15.564
-0.590,0.536,-2.436,102.051,-9.766,12.024
-0.641,0.580,-2.641,137.573,4.761,-1.221
-0.623,0.478,-2.826,175.964,21.606,-23.865
-0.531,0.311,-2.937,212.585,29.724,-49.561
-0.401,0.152,-2.968,252.319,29.419,-68.542
-0.305,0.052,-2.920,290.588,22.156,-77.393
-0.275,-0.004,-2.842,319.946,11.780,-77.454
-0.302,-0.065,-2.879,342.468,7.263,-75.317
-0.326,-0.108,-2.954,358.765,11.414,-73.486
-0.284,-0.129,-2.992,380.554,24.292,-74.829
-0.230,-0.164,-2.985,410.400,38.818,-82.581
-0.199,-0.251,-2.873,443.970,43.335,-93.567
-0.163,-0.354,-2.675,483.459,39.978,-108.765
-0.156,-0.447,-2.411,524.353,41.077,-127.380
-0.116,-0.569,-2.094,561.340,50.537,-140.930
-0.049,-0.735,-1.682,592.041,61.401,-151.733
-0.005,-0.825,-1.255,608.093,58.411,-160.095
-0.103,-0.838,-0.911,600.403,33.630,-164.368
-0.178,-0.816,-0.645,573.303,-5.005,-170.166
-0.238,-0.853,-0.430,535.400,-49.011,-184.875
-0.262,-0.896,-0.293,497.375,-90.576,-207.520
-0.257,-0.952,-0.187,465.942,-123.901,-227.478
-0.119,-0.978,-0.087,441.223,-143.433,-236.633
-0.055,-1.005,-0.158,414.734,-146.362,-232.605
0.018,-1.049,-0.167,397.705,-145.081,-213.684
0.036,-1.115,-0.009,395.813,-138.611,-183.960
0.012,-1.125,0.258,398.865,-128.418,-148.315
-0.115,-1.155,0.563,392.090,-120.605,-116.089
-0.318,-1.128,0.775,373.962,-115.173,-89.111
-0.534,-1.135,0.878,344.727,-112.793,-70.251
-0.603,-1.239,0.995,314.514,-108.093,-65.002
-0.609,-1.359,1.090,297.485,-93.750,-68.726
-0.606,-1.463,1.257,292.419,-72.021,-71.533
-0.548,-1.597,1.505,293.823,-53.101,-74.097
-0.494,-1.754,1.775,293.701,-33.752,-73.669
-0.388,-1.971,2.149,283.508,-9.521,-67.444
-0.309,-2.184,2.546,260.864,11.658,-54.138
-0.249,-2.354,2.942,224.426,26.367,-37.720
-0.181,-2.374,3.201,170.898,38.208,-23.682
-0.033,-2.254,3.219,104.187,45.654,-16.541
0.110,-1.991,2.966,35.706,47.302,-12.756
0.285,-1.643,2.527,-26.489,48.157,-3.601
0.379,-1.216,2.005,-78.247,48.828,4.761
0.448,-0.761,1.449,-113.464,43.152,10.986
0.500,-0.359,0.990,-137.939,33.997,19.348
0.529,0.020,0.611,-153.503,29.724,29.785
0.515,0.334,0.286,-159.241,25.879,37.903
0.482,0.569,0.075,-152.527,15.808,40.894
0.443,0.714,0.014,-135.071,5.615,39.917
0.406,0.784,0.095,-111.328,1.526,35.645
0.364,0.788,0.259,-89.294,0.061,28.259
0.330,0.688,0.449,-74.646,-1.709,18.799
0.308,0.546,0.664,-66.223,-2.197,9.094
0.322,0.390,0.901,-64.148,-4.272,0.793
0.307,0.183,1.114,-72.571,-9.827,-2.075
0.211,-0.064,1.342,-89.233,-12.573,0.610
0.153,-0.260,1.564,-108.765,-7.080,5.676
0.160,-0.406,1.755,-128.967,0.488,6.897
0.153,-0.551,1.894,-152.222,4.211,5.554
0.174,-0.678,1.962,-175.964,7.446,7.324
0.210,-0.758,1.986,-198.669,13.672,13.184
0.238,-0.780,1.929,-217.590,22.034,22.644
0.205,-0.736,1.786,-234.924,29.907,35.461
0.193,-0.669,1.612,-254.517,37.109,50.110
0.183,-0.620,1.418,-277.283,42.908,63.232
0.157,-0.590,1.240,-298.645,46.448,73.059
0.135,-0.586,1.114,-316.711,48.950,83.008
0.124,-0.580,1.039,-334.045,53.162,94.238
0.115,-0.563,0.964,-354.065,59.631,105.530
0.105,-0.580,0.860,-378.052,64.575,116.638
0.087,-0.608,0.741,-401.794,67.810,127.197
0.069,-0.615,0.601,-423.035,69.458,135.498
0.033,-0.642,0.435,-442.200,67.749,141.418
0.013,-0.676,0.263,-457.458,62.195,146.484
0.003,-0.675,0.080,-468.567,53.650,148.437
-0.028,-0.676,-0.097,-478.027,43.579,146.118
-0.031,-0.715,-0.258,-485.107,33.386,139.832
-0.012,-0.794,-0.375,-489.258,24.414,132.324
-0.008,-0.875,-0.506,-488.525,21.423,126.404
0.002,-0.924,-0.652,-483.826,24.475,121.704
-0.032,-0.984,-0.853,-483.643,27.039,121.765
-0.135,-1.040,-1.064,-494.507,26.550,128.235
-0.149,-1.060,-1.374,-503.723,23.010,131.836
-0.232,-1.137,-1.812,-507.019,11.230,128.174
-0.361,-1.193,-2.263,-511.719,3.723,123.169
-0.464,-1.078,-2.607,-495.605,16.052,119.080
-0.487,-0.831,-2.772,-431.946,41.321,107.666
-0.522,-0.618,-2.679,-347.046,55.298,90.149
-0.530,-0.614,-2.445,-283.081,36.438,70.313
-0.512,-0.746,-2.243,-254.089,-1.648,52.979
-0.523,-0.779,-2.136,-250.916,-36.987,41.992
-0.517,-0.656,-2.181,-259.949,-62.195,35.034
-0.492,-0.452,-2.311,-269.043,-79.407,26.855
-0.372,-0.226,-2.432,-267.883,-84.778,18.921
-0.174,-0.060,-2.542,-250.732,-70.923,11.292
-0.010,0.013,-2.570,-221.313,-45.898,4.089
0.054,0.068,-2.544,-183.167,-21.912,4.578
0.006,0.127,-2.457,-141.541,-5.188,15.137
-0.134,0.196,-2.295,-104.370,1.221,29.053
-0.294,0.299,-2.104,-74.158,-1.404,37.415
-0.389,0.366,-1.904,-54.199,-9.949,33.325
-0.386,0.359,-1.726,-46.814,-23.437,20.081
-0.318,0.323,-1.603,-48.889,-40.161,4.639
-0.198,0.320,-1.514,-53.101,-57.861,-8.545
-0.044,0.283,-1.459,-52.551,-68.481,-19.897
0.077,0.249,-1.426,-49.255,-64.331,-23.010
0.135,0.223,-1.410,-43.640,-48.035,-19.226
0.155,0.183,-1.405,-34.363,-26.245,-13.306
0.156,0.161,-1.390,-22.400,-4.700,-7.202
0.123,0.171,-1.354,-10.315,13.489,-2.563
0.083,0.186,-1.318,0.061,26.245,0.061
0.041,0.201,-1.284,4.639,28.015,-0.488
0.072,0.167,-1.245,4.944,18.738,-4.761
0.111,0.138,-1.215,1.709,4.822,-8.118
0.134,0.130,-1.224,-5.188,-7.874,-9.155
0.142,0.118,-1.246,-11.963,-20.325,-10.376
0.158,0.101,-1.248,-13.672,-29.236,-10.315
0.152,0.097,-1.240,-9.399,-29.907,-6.958

-0.266,0.212,-2.217,111.328,58.411,-7.568
-0.201,0.161,-2.413,125.671,48.828,-19.409
-0.141,0.039,-2.618,140.930,46.082,-26.978
-0.142,-0.036,-2.813,162.415,54.810,-26.001
-0.218,-0.063,-2.999,196.167,73.425,-19.531
-0.345,-0.136,-3.180,235.474,93.262,-15.259
-0.486,-0.224,-3.338,279.480,106.079,-20.996
-0.562,-0.361,-3.434,334.106,111.511,-41.138
-0.565,-0.528,-3.445,386.047,108.948,-70.862
-0.512,-0.730,-3.398,434.448,97.046,-100.281
-0.440,-0.874,-3.258,478.455,82.031,-122.742
-0.430,-0.833,-3.028,511.536,66.284,-132.507
-0.459,-0.756,-2.725,540.405,52.063,-136.658
-0.516,-0.759,-2.425,563.538,40.894,-143.860
-0.534,-0.821,-2.188,573.059,33.813,-152.649
-0.536,-0.862,-2.060,571.777,35.339,-161.011
-0.474,-0.818,-1.963,566.772,43.640,-165.100
-0.362,-0.802,-1.786,565.857,49.500,-167.480
-0.296,-0.858,-1.527,573.669,43.457,-176.147
-0.270,-0.937,-1.265,579.895,19.531,-192.444
-0.273,-1.099,-0.992,582.031,-21.179,-215.454
-0.270,-1.253,-0.769,581.421,-69.702,-238.647
-0.252,-1.418,-0.526,571.350,-118.958,-260.498
-0.226,-1.588,-0.309,554.199,-167.236,-276.489
-0.122,-1.725,-0.057,530.823,-208.496,-278.503
0.062,-1.819,0.208,498.291,-231.262,-260.620
0.302,-1.895,0.455,460.083,-232.056,-220.703
0.158,-1.835,0.394,420.959,-205.627,-161.194
0.013,-1.775,0.310,397.644,-169.617,-108.276
-0.162,-1.868,0.300,394.470,-137.695,-72.693
-0.265,-2.071,0.520,415.833,-106.812,-46.997
-0.475,-2.334,0.897,454.163,-66.467,-28.748
-0.643,-2.783,1.490,493.225,-25.085,-17.090
-0.560,-3.388,2.347,511.719,2.258,-13.550
-0.571,-3.984,3.424,485.901,10.376,-5.859
-0.644,-4.000,4.000,401.367,17.700,24.292
-0.495,-3.994,4.000,286.194,37.048,50.049
-0.186,-3.285,4.000,150.696,58.044,46.265
0.016,-2.590,3.999,1.343,56.030,31.494
0.063,-1.885,2.910,-132.874,36.621,31.311
-0.071,-1.183,1.391,-225.037,14.038,38.025
-0.239,-0.476,0.119,-277.649,-1.221,43.091
-0.193,0.181,-0.552,-286.133,1.160,44.250
-0.025,0.708,-0.820,-244.873,14.221,44.373
0.075,0.995,-0.680,-177.490,20.142,42.480
0.135,1.070,-0.267,-116.516,18.127,45.959
0.163,1.011,0.176,-76.965,24.353,53.406
0.145,0.889,0.578,-63.599,28.870,55.115
0.108,0.700,0.854,-72.754,22.461,51.331
0.057,0.465,1.043,-93.933,7.996,46.936
0.021,0.219,1.176,-115.417,0.427,43.945
0.024,0.005,1.311,-130.371,2.380,42.480
0.049,-0.173,1.454,-141.724,10.254,43.823
0.054,-0.313,1.554,-148.621,19.836,46.326
0.070,-0.394,1.619,-153.625,29.663,49.133
0.109,-0.443,1.634,-162.537,39.185,50.903
0.151,-0.476,1.620,-175.049,47.119,52.063
0.142,-0.502,1.588,-191.040,50.842,54.260
0.116,-0.512,1.558,-208.923,51.758,58.167
0.112,-0.496,1.515,-227.722,52.307,61.829
0.097,-0.479,1.467,-247.131,53.223,63.721
0.105,-0.464,1.394,-266.541,54.993,66.406
0.118,-0.433,1.295,-286.316,57.678,70.801
0.129,-0.410,1.164,-307.007,62.195,77.698
0.121,-0.414,0.994,-326.782,68.420,87.585
0.077,-0.401,0.800,-344.177,73.730,101.318
0.057,-0.347,0.608,-356.384,76.660,116.882
0.022,-0.297,0.441,-366.333,75.867,128.479
-0.028,-0.286,0.292,-376.282,73.120,134.888
-0.079,-0.269,0.148,-384.888,68.970,136.963
-0.133,-0.255,0.011,-392.700,63.232,134.888
-0.183,-0.268,-0.128,-400.330,55.664,130.249
-0.231,-0.301,-0.283,-406.372,48.157,125.122
-0.279,-0.326,-0.456,-410.339,46.021,122.375
-0.321,-0.344,-0.639,-414.001,52.673,123.047
-0.374,-0.351,-0.841,-415.588,64.636,125.061
-0.423,-0.321,-1.096,-409.241,76.477,128.479
-0.507,-0.258,-1.334,-394.104,85.449,131.714
-0.575,-0.160,-1.520,-372.253,96.313,133.484
-0.622,-0.043,-1.621,-343.567,103.760,127.258
-0.614,0.028,-1.634,-312.744,94.421,109.253
-0.537,0.031,-1.612,-294.006,69.519,83.862
-0.428,-0.007,-1.591,-289.856,34.241,61.401
-0.331,-0.067,-1.607,-293.457,-3.784,46.936
-0.272,-0.143,-1.680,-304.138,-31.982,41.077
-0.225,-0.167,-1.802,-320.618,-40.833,45.593
-0.196,-0.111,-1.944,-329.102,-31.799,59.570
-0.208,-0.004,-2.042,-324.707,-12.939,76.172
-0.247,0.163,-2.136,-306.885,6.287,89.722
-0.303,0.349,-2.167,-273.743,16.907,94.604
-0.341,0.481,-2.108,-228.821,13.672,87.219
-0.359,0.529,-1.968,-181.641,-0.122,69.946
-0.379,0.488,-1.760,-141.785,-21.240,47.668
-0.407,0.392,-1.572,-114.075,-42.542,28.320
-0.441,0.297,-1.420,-101.563,-55.359,18.066
-0.470,0.262,-1.338,-104.736,-54.932,16.296
-0.471,0.297,-1.353,-114.502,-44.128,18.860
-0.434,0.341,-1.427,-123.840,-28.687,21.606
-0.363,0.392,-1.507,-127.991,-14.160,22.827
-0.285,0.426,-1.578,-125.183,-3.723,21.912
-0.219,0.395,-1.614,-117.188,1.526,20.142
-0.159,0.351,-1.625,-103.760,0.366,17.883
-0.129,0.347,-1.584,-83.435,-5.981,13.550
-0.147,0.367,-1.508,-63.416,-15.137,8.545
-0.166,0.340,-1.386,-48.767,-25.269,2.502
-0.188,0.312,-1.268,-37.231,-31.921,-1.587
-0.229,0.300,-1.164,-30.029,-31.372,-0.854
-0.277,0.287,-1.121,-29.175,-23.865,0.916
-0.314,0.282,-1.136,-36.194,-14.954,2.502
-0.291,0.305,-1.208,-45.166,-7.141,3.357
-0.252,0.330,-1.308,-51.453,-1.038,3.357
-0.204,0.326,-1.393,-52.490,2.808,0.977
-0.165,0.289,-1.445,-46.753,2.991,-2.502
-0.149,0.294,-1.449,-33.020,-1.648,-5.310
-0.134,0.290,-1.387,-15.869,-10.376,-11.353
-0.139,0.277,-1.297,0.244,-20.081,-18.005
-0.148,0.272,-1.212,11.536,-24.902,-20.630
-0.164,0.272,-1.169,15.442,-23.193,-20.813
-0.149,0.281,-1.155,12.878,-17.029,-19.104

-0.308,0.467,-1.908,108.643,26.306,-3.540
-0.394,0.476,-2.011,127.563,29.114,-4.822
-0.488,0.503,-2.123,149.536,37.231,-5.188
-0.572,0.565,-2.234,174.255,48.828,-6.104
-0.621,0.594,-2.365,199.951,61.584,-10.803
-0.631,0.568,-2.542,225.769,69.824,-22.522
-0.656,0.556,-2.773,251.648,65.979,-39.856
