aX,aY,aZ,gX,gY,gZ
0.049,-0.886,0.690,364.136,-141.968,-161.499
0.052,-0.962,0.693,339.050,-138.000,-142.639
0.051,-0.986,0.687,322.632,-132.446,-124.146
-0.054,-0.996,0.703,314.392,-127.502,-108.398
-0.160,-1.046,0.827,311.707,-121.948,-91.187
-0.243,-1.093,1.037,312.256,-110.779,-75.562
-0.376,-1.128,1.269,311.584,-93.445,-68.848
-0.459,-1.205,1.538,307.373,-72.693,-68.665
-0.401,-1.264,1.887,293.518,-51.636,-68.726
-0.300,-1.266,2.275,260.437,-34.485,-66.345
-0.230,-1.218,2.554,210.205,-23.071,-56.335
-0.178,-1.146,2.629,145.569,-14.160,-37.842
-0.176,-1.097,2.491,75.806,-8.667,-15.503
-0.171,-1.042,2.241,18.250,-10.071,0.488
-0.145,-0.931,1.991,-21.973,-11.169,7.324
-0.093,-0.812,1.771,-51.331,-7.751,6.958
-0.006,-0.715,1.629,-73.730,-0.793,1.892
0.082,-0.620,1.536,-88.562,5.615,-4.150
0.185,-0.535,1.498,-101.929,13.245,-7.629
0.241,-0.520,1.464,-116.211,21.912,-5.310
0.214,-0.561,1.470,-130.859,30.334,2.869
0.230,-0.563,1.501,-142.883,40.283,15.137
0.227,-0.582,1.550,-156.067,50.476,22.888
0.178,-0.657,1.600,-173.523,56.030,29.968
0.149,-0.702,1.610,-191.467,58.960,41.138
0.108,-0.709,1.595,-208.557,61.340,50.232
0.088,-0.705,1.554,-226.929,63.782,56.946
0.082,-0.690,1.483,-247.314,68.115,64.636
0.073,-0.664,1.372,-270.020,73.853,71.899
0.076,-0.639,1.237,-294.189,80.261,79.163
0.074,-0.620,1.101,-318.298,87.158,86.975
0.056,-0.619,0.977,-341.614,97.046,95.764
0.010,-0.636,0.865,-364.441,110.291,105.469
-0.046,-0.637,0.721,-387.085,124.329,115.234
-0.139,-0.656,0.591,-408.936,134.766,122.070
-0.203,-0.678,0.486,-425.659,137.878,125.732
-0.259,-0.645,0.325,-434.082,133.301,124.512
-0.329,-0.581,0.119,-438.965,118.103,114.868
-0.370,-0.529,-0.083,-439.087,92.773,99.915
-0.349,-0.492,-0.257,-432.007,66.589,81.177
-0.305,-0.491,-0.420,-420.959,51.025,55.664
-0.280,-0.546,-0.583,-412.415,54.199,30.334
-0.211,-0.716,-0.669,-408.997,74.158,14.221
-0.075,-0.865,-0.690,-413.452,96.680,14.099
-0.037,-0.926,-0.775,-429.138,104.126,32.776
-0.116,-1.014,-0.927,-460.510,102.051,62.622
-0.177,-1.092,-1.258,-498.779,104.858,93.018
-0.288,-1.064,-1.815,-537.292,107.178,115.173
-0.391,-0.951,-2.536,-572.021,102.295,126.831
-0.403,-0.870,-3.061,-582.886,89.966,129.456
-0.287,-0.797,-3.291,-545.898,79.712,122.437
-0.220,-0.703,-3.267,-475.464,75.134,102.539
-0.216,-0.588,-3.103,-397.705,69.885,80.261
-0.202,-0.461,-2.845,-329.224,60.669,65.735
-0.181,-0.356,-2.579,-282.104,47.424,57.922
-0.162,-0.318,-2.354,-260.681,28.503,55.359
-0.126,-0.279,-2.189,-254.578,8.850,55.725
-0.140,-0.256,-2.134,-256.592,-1.404,57.251
-0.196,-0.191,-2.241,-262.329,1.282,62.378
-0.239,-0.093,-2.405,-258.484,14.038,69.885
-0.266,0.052,-2.612,-236.206,31.189,73.059
-0.276,0.177,-2.728,-197.205,43.030,66.284
-0.248,0.238,-2.689,-141.113,44.739,48.462
-0.189,0.244,-2.493,-80.078,36.560,22.766
-0.105,0.186,-2.196,-28.931,21.240,-3.235
-0.001,0.082,-1.866,3.784,3.784,-22.278
0.117,-0.025,-1.551,19.531,-12.207,-29.785
0.203,-0.075,-1.325,21.118,-25.146,-22.705
0.208,-0.048,-1.215,14.038,-34.912,-5.066
0.228,0.341,-2.189,4.395,-44.189,12.756
0.041,0.089,-1.848,11.353,-74.707,22.949
0.148,0.001,-1.471,42.786,-40.466,31.372
0.009,0.193,-1.048,70.496,17.700,24.963
-0.084,0.337,-0.862,64.697,49.255,6.531
-0.068,0.283,-0.925,34.302,57.312,-6.470
0.080,0.143,-0.983,17.761,46.265,-5.737
0.116,0.129,-1.049,9.399,33.386,-6.287
0.091,0.129,-1.128,5.554,15.137,-10.742
0.118,0.104,-1.182,5.127,-2.747,-9.766
0.111,0.097,-1.208,7.019,-9.705,-6.042
0.053,0.113,-1.190,9.827,-6.714,-0.854
0.029,0.111,-1.126,11.475,-2.869,5.859
0.043,0.109,-1.055,10.132,-2.563,7.019
0.067,0.109,-1.013,7.935,-5.066,3.174
0.088,0.096,-0.991,5.798,-8.118,-0.366
0.098,0.083,-0.968,4.761,-11.902,-1.160
0.090,0.071,-0.940,3.784,-14.221,0.061
0.051,0.061,-0.909,2.502,-13.489,3.418
-0.009,0.052,-0.897,1.038,-9.521,7.568
-0.053,0.066,-0.905,-0.977,-4.272,11.780

-0.303,-0.029,-2.604,117.798,29.907,-5.371
-0.321,0.022,-2.908,135.925,35.217,-9.216
-0.319,0.004,-3.083,169.983,39.063,-17.883
-0.307,-0.117,-3.100,218.628,38.086,-30.762
-0.323,-0.293,-2.989,274.414,31.494,-47.607
-0.347,-0.396,-2.771,327.759,24.902,-64.941
-0.362,-0.437,-2.517,373.230,23.437,-82.947
-0.338,-0.481,-2.276,405.762,24.841,-102.051
-0.281,-0.548,-2.098,422.546,27.527,-120.117
-0.219,-0.529,-1.989,426.575,31.067,-135.254
-0.150,-0.461,-1.938,424.011,32.959,-143.921
-0.094,-0.414,-1.868,419.556,29.663,-145.325
-0.058,-0.356,-1.745,415.833,19.348,-144.043
-0.052,-0.320,-1.602,418.884,2.686,-143.860
-0.068,-0.311,-1.450,422.791,-18.799,-147.156
-0.095,-0.341,-1.270,424.988,-44.067,-153.687
-0.100,-0.403,-1.118,425.171,-69.763,-162.415
-0.120,-0.460,-1.021,419.434,-95.093,-173.950
-0.100,-0.487,-0.899,409.241,-118.530,-183.350
-0.108,-0.529,-0.728,409.241,-135.864,-189.697
-0.116,-0.602,-0.517,414.185,-144.165,-194.824
-0.113,-0.683,-0.283,416.443,-146.301,-197.754
-0.072,-0.732,-0.075,415.039,-144.897,-195.190
-0.041,-0.770,0.089,412.476,-137.329,-185.242
-0.005,-0.737,0.231,404.724,-124.390,-168.518
0.067,-0.647,0.331,389.221,-112.488,-146.240
0.102,-0.616,0.384,373.169,-103.577,-122.986
0.082,-0.593,0.426,356.934,-96.680,-101.318
0.012,-0.570,0.449,343.323,-96.069,-83.618
-0.008,-0.555,0.489,330.383,-103.943,-70.435
-0.022,-0.527,0.552,320.801,-117.188,-59.937
-0.084,-0.506,0.616,313.599,-130.676,-50.354
-0.150,-0.542,0.693,306.763,-141.846,-40.466
-0.247,-0.620,0.807,301.331,-150.330,-31.067
-0.334,-0.820,1.017,303.467,-154.602,-28.381
-0.389,-1.000,1.434,310.974,-149.475,-30.579
-0.386,-1.257,2.017,311.646,-134.216,-28.870
-0.442,-1.496,2.656,296.936,-116.394,-24.597
-0.470,-1.720,3.252,255.981,-98.755,-22.888
-0.495,-1.842,3.641,190.552,-77.820,-27.039
-0.249,-1.837,3.766,108.826,-46.631,-27.344
-0.126,-1.541,3.586,24.353,-13.672,-26.489
0.032,-1.219,3.255,-44.312,0.122,-26.123
0.177,-0.928,2.728,-107.056,16.052,-12.024
0.215,-0.554,2.003,-164.490,35.278,8.240
0.201,-0.225,1.222,-207.458,45.837,24.475
0.181,0.056,0.502,-230.103,48.828,31.555
0.210,0.352,-0.012,-230.957,48.706,33.325
0.231,0.603,-0.313,-210.632,42.480,32.043
0.206,0.715,-0.341,-176.208,32.227,30.396
0.197,0.691,-0.113,-134.949,23.682,30.823
0.204,0.615,0.250,-92.468,22.095,29.663
0.212,0.516,0.674,-58.716,27.710,24.414
0.248,0.360,1.116,-45.593,34.241,18.494
0.288,0.205,1.522,-52.856,37.354,17.578
0.315,0.065,1.829,-76.538,33.813,20.569
0.275,-0.054,1.970,-111.145,26.978,25.085
0.146,-0.202,1.997,-150.452,22.827,28.687
0.090,-0.308,1.979,-187.866,28.320,32.288
0.082,-0.375,1.934,-216.003,40.039,31.311
0.100,-0.420,1.874,-237.915,52.368,27.710
0.146,-0.447,1.775,-259.277,64.636,28.259
0.182,-0.462,1.637,-283.447,77.515,33.569
0.181,-0.471,1.451,-308.167,89.600,42.969
0.181,-0.473,1.244,-335.144,99.243,53.040
0.157,-0.474,1.012,-359.070,107.361,62.744
0.129,-0.450,0.776,-377.808,113.403,71.594
0.078,-0.424,0.562,-390.869,116.028,78.491
0.040,-0.401,0.389,-398.926,116.394,83.252
0.011,-0.399,0.260,-402.954,116.211,84.595
-0.023,-0.419,0.145,-403.625,115.051,81.909
-0.035,-0.451,0.047,-402.405,113.708,77.698
-0.052,-0.499,-0.043,-402.222,114.746,73.975
-0.089,-0.597,-0.148,-405.457,120.178,72.327
-0.139,-0.717,-0.326,-412.598,129.333,74.646
-0.221,-0.798,-0.562,-422.302,137.634,81.787
-0.285,-0.839,-0.796,-430.176,136.719,90.881
-0.327,-0.894,-1.031,-432.495,124.084,97.290
-0.395,-0.945,-1.339,-437.378,107.544,98.816
-0.480,-0.998,-1.724,-456.787,91.187,97.351
-0.499,-0.992,-2.055,-479.675,78.430,96.558
-0.497,-1.045,-2.361,-485.168,71.594,93.506
-0.504,-1.146,-2.560,-483.826,64.392,86.243
-0.457,-1.148,-2.652,-477.173,48.279,81.787
-0.360,-0.986,-2.705,-449.158,24.780,81.604
-0.271,-0.708,-2.678,-405.334,0.549,80.200
-0.243,-0.474,-2.595,-359.131,-21.423,74.646
-0.247,-0.332,-2.495,-317.566,-41.504,70.251
-0.267,-0.277,-2.382,-283.875,-58.105,63.538
-0.231,-0.269,-2.335,-253.479,-70.496,54.199
-0.140,-0.225,-2.302,-225.403,-76.416,40.283
-0.003,-0.182,-2.292,-202.209,-68.604,20.325
0.146,-0.125,-2.276,-179.993,-51.697,3.296
0.250,-0.105,-2.250,-157.349,-28.992,-5.005
0.272,-0.107,-2.198,-129.578,-4.761,-5.005
0.240,-0.092,-2.119,-97.046,13.672,2.563
0.156,-0.091,-2.004,-65.125,19.653,13.123
0.084,-0.088,-1.869,-40.283,13.184,20.264
0.025,-0.074,-1.729,-23.376,0.977,19.897
0.030,-0.083,-1.612,-9.949,-8.545,15.015
0.039,-0.070,-1.521,2.563,-9.399,11.536
0.034,-0.061,-1.430,12.939,0.183,9.033
0.018,-0.040,-1.329,24.536,16.052,7.690
0.014,-0.017,-1.220,34.851,29.907,8.057
0.009,-0.003,-1.104,39.490,36.865,7.446
-0.001,-0.003,-1.011,38.452,37.415,4.883
0.015,-0.000,-0.935,32.104,34.363,1.160
0.050,0.003,-0.886,22.583,29.724,-2.686
0.081,-0.004,-0.853,12.024,23.804,-6.653
0.118,-0.021,-0.833,0.977,17.822,-8.118
0.144,-0.036,-0.835,-9.033,10.742,-7.080
0.153,-0.040,-0.845,-17.029,3.052,-4.395
0.161,-0.041,-0.888,-23.010,-3.418,-1.160
0.176,-0.037,-0.947,-29.419,-8.789,2.319
0.176,-0.035,-1.009,-34.729,-11.780,4.822
0.164,-0.016,-1.069,-35.217,-9.338,7.263
0.160,-0.004,-1.116,-31.372,-1.892,11.108
0.132,0.004,-1.128,-24.841,6.104,14.587
0.077,0.003,-1.112,-16.785,11.597,15.625

-0.063,-0.362,-2.636,165.955,-40.466,-22.339
-0.044,-0.469,-3.049,182.922,-55.298,-18.677
-0.098,-0.574,-3.580,208.679,-58.167,-13.916
-0.275,-0.612,-4.000,254.333,-41.809,-9.216
-0.413,-0.555,-4.000,342.712,-6.958,-11.230
-0.470,-0.694,-4.000,461.975,30.151,-31.128
-0.546,-1.058,-3.883,575.012,48.279,-67.139
-0.535,-1.370,-3.121,655.701,38.452,-108.154
-0.455,-1.407,-2.239,690.796,5.066,-146.729
-0.315,-1.349,-1.285,686.096,-47.607,-175.110
-0.123,-1.173,-0.571,651.917,-99.243,-181.396
-0.057,-0.892,-0.199,596.619,-128.113,-170.593
-0.018,-0.685,-0.239,527.466,-133.728,-153.931
0.007,-0.600,-0.656,450.684,-114.197,-132.324
0.048,-0.646,-1.017,404.846,-84.412,-114.624
0.153,-0.678,-1.305,417.908,-55.176,-100.769
0.157,-0.684,-1.343,458.130,-40.161,-93.994
0.084,-0.736,-1.109,500.366,-48.218,-98.267
-0.035,-0.792,-0.659,530.273,-71.594,-111.877
-0.138,-0.846,-0.208,532.227,-101.440,-129.395
-0.193,-0.915,0.145,508.667,-133.362,-147.095
-0.136,-1.007,0.384,470.886,-155.701,-157.227
-0.043,-1.045,0.511,428.711,-160.583,-154.358
0.001,-1.054,0.531,390.564,-154.724,-137.329
0.034,-1.046,0.525,358.826,-151.917,-107.910
-0.015,-1.010,0.477,333.435,-155.029,-75.073
-0.176,-0.997,0.415,320.190,-158.752,-47.852
-0.311,-1.025,0.447,320.496,-154.053,-28.320
-0.476,-1.054,0.592,335.083,-135.742,-19.714
-0.639,-1.130,0.851,361.511,-106.812,-19.897
-0.803,-1.293,1.152,389.893,-73.120,-27.466
-0.866,-1.652,1.603,412.109,-45.166,-45.227
-0.718,-2.115,2.312,413.940,-27.893,-60.242
-0.556,-2.513,3.117,373.901,-18.921,-50.354
-0.403,-2.849,3.862,298.157,-12.207,-17.700
-0.298,-2.755,4.000,206.909,1.892,11.963
-0.114,-2.357,4.000,112.061,11.536,12.512
0.126,-1.851,3.735,22.705,14.465,3.601
0.295,-1.372,3.006,-68.604,20.630,9.583
0.250,-0.911,1.969,-149.536,24.963,25.696
0.079,-0.525,1.011,-203.918,17.639,43.579
0.006,-0.165,0.323,-231.873,18.982,49.805
-0.009,0.153,0.005,-223.450,28.381,41.809
0.063,0.376,0.011,-187.561,33.325,30.579
0.100,0.432,0.228,-146.851,33.997,20.630
0.126,0.365,0.544,-118.896,33.691,15.869
0.148,0.289,0.868,-106.567,33.569,13.489
0.170,0.173,1.137,-110.229,32.532,10.254
0.199,0.024,1.313,-125.732,33.203,10.986
0.232,-0.105,1.421,-145.264,37.842,14.404
0.223,-0.220,1.461,-165.344,42.480,18.860
0.175,-0.351,1.459,-186.523,44.739,26.794
0.083,-0.486,1.479,-204.529,50.110,37.354
0.043,-0.572,1.552,-215.576,61.035,47.302
0.062,-0.626,1.638,-225.159,73.975,52.917
0.097,-0.662,1.694,-240.173,84.473,55.847
0.124,-0.674,1.671,-262.268,91.003,58.411
0.121,-0.663,1.533,-291.016,93.201,62.622
0.090,-0.651,1.332,-324.890,94.666,69.031
0.038,-0.658,1.109,-358.826,98.511,76.416
-0.031,-0.673,0.907,-385.681,104.370,82.764
-0.096,-0.672,0.744,-403.259,109.802,87.830
-0.145,-0.672,0.608,-412.476,112.549,90.515
-0.170,-0.669,0.508,-416.870,112.000,89.539
-0.157,-0.676,0.419,-421.570,109.070,84.167
-0.126,-0.709,0.332,-430.298,102.905,75.195
-0.049,-0.740,0.220,-445.557,94.543,64.819
-0.024,-0.845,0.060,-467.224,85.144,55.725
-0.025,-0.944,-0.166,-487.366,78.003,55.969
-0.056,-1.006,-0.407,-503.052,80.139,63.477
-0.103,-1.068,-0.649,-515.808,96.558,72.205
-0.195,-1.137,-0.862,-525.879,118.164,81.909
-0.282,-1.164,-1.127,-528.198,136.230,92.041
-0.375,-1.183,-1.515,-522.156,142.029,98.083
-0.487,-1.228,-1.907,-517.334,132.080,99.670
-0.488,-1.300,-2.236,-518.005,115.234,100.525
-0.502,-1.393,-2.508,-516.418,103.516,96.558
-0.543,-1.428,-2.706,-510.132,111.938,91.797
-0.541,-1.323,-2.834,-490.784,141.418,96.436
-0.494,-1.137,-2.903,-457.275,175.537,107.422
-0.515,-0.978,-2.933,-423.401,190.002,119.751
-0.561,-0.803,-2.938,-396.606,173.523,135.803
-0.602,-0.687,-2.884,-370.361,132.019,147.400
-0.640,-0.577,-2.827,-334.229,75.928,146.484
-0.628,-0.401,-2.756,-284.729,15.930,138.245
-0.556,-0.232,-2.654,-234.985,-32.776,124.512
-0.505,-0.117,-2.534,-191.223,-66.833,102.234
-0.489,-0.045,-2.386,-152.771,-86.243,77.515
-0.501,-0.034,-2.228,-118.469,-88.623,56.030
-0.473,-0.037,-2.069,-89.294,-74.463,40.405
-0.434,-0.024,-1.925,-65.369,-53.223,27.771
-0.375,-0.021,-1.816,-49.927,-33.264,14.404
-0.288,-0.026,-1.743,-42.358,-16.846,0.671
-0.182,-0.052,-1.683,-37.476,-3.845,-11.902
-0.074,-0.105,-1.619,-31.982,6.531,-21.057
0.036,-0.147,-1.562,-25.513,14.587,-23.743
0.106,-0.160,-1.531,-14.465,20.325,-19.592
0.139,-0.137,-1.494,-1.404,25.452,-10.620
0.142,-0.085,-1.437,10.315,29.724,-1.282
0.121,-0.033,-1.375,19.897,29.541,4.944
0.083,-0.016,-1.311,25.574,24.231,7.263
0.047,-0.020,-1.250,25.757,13.672,7.141
0.028,-0.018,-1.199,23.376,-0.610,4.822
0.026,-0.020,-1.156,20.325,-14.099,0.427
0.037,-0.031,-1.114,16.541,-23.193,-3.723
0.053,-0.046,-1.084,14.526,-25.757,-7.996
0.054,-0.082,-1.056,14.648,-22.644,-9.705
0.024,-0.130,-1.041,14.404,-15.686,-7.141
-0.021,-0.143,-1.031,13.550,-8.179,-1.831
-0.071,-0.115,-1.025,14.160,-3.662,5.005
-0.107,-0.061,-1.001,14.587,-1.953,11.108
-0.090,0.007,-0.944,15.686,-3.662,13.855
-0.025,0.025,-0.852,19.165,-8.606,11.414
0.044,-0.010,-0.756,20.630,-13.733,4.761
0.097,-0.084,-0.686,16.846,-14.832,-1.465
0.101,-0.171,-0.664,7.324,-13.062,-2.075
0.046,-0.224,-0.707,-6.714,-8.301,5.005
-0.051,-0.206,-0.825,-23.987,-0.183,18.677
-0.180,-0.157,-0.998,-40.222,11.536,32.593

-0.408,-0.007,-2.391,118.591,92.346,2.197
-0.469,-0.047,-2.468,149.841,100.342,0.061
-0.513,-0.080,-2.521,182.190,108.398,-5.859
-0.538,-0.093,-2.551,215.271,117.004,-18.433
-0.558,-0.115,-2.594,248.352,121.643,-35.583
-0.584,-0.203,-2.635,278.564,117.004,-55.481
-0.601,-0.326,-2.667,308.899,101.685,-77.820
-0.595,-0.447,-2.679,341.919,83.313,-102.051
-0.587,-0.571,-2.661,376.648,68.481,-125.671
-0.571,-0.634,-2.616,412.842,61.584,-144.104
-0.556,-0.623,-2.561,447.876,62.744,-156.067
-0.559,-0.583,-2.527,478.210,65.796,-162.292
-0.569,-0.538,-2.468,499.878,65.063,-162.659
-0.559,-0.478,-2.364,516.968,59.753,-162.537
-0.584,-0.428,-2.223,532.104,50.659,-167.908
-0.617,-0.387,-2.036,541.809,38.635,-178.528
-0.607,-0.309,-1.811,546.631,23.010,-194.580
-0.580,-0.280,-1.569,542.053,3.296,-213.989
-0.543,-0.283,-1.359,529.907,-15.930,-233.459
-0.515,-0.323,-1.179,514.587,-33.203,-250.549
-0.468,-0.392,-0.988,499.939,-48.218,-263.550
-0.375,-0.484,-0.768,487.061,-61.646,-273.987
-0.320,-0.521,-0.604,474.548,-70.740,-279.114
-0.260,-0.540,-0.509,458.862,-71.899,-273.499
-0.247,-0.584,-0.473,440.796,-68.970,-261.353
-0.242,-0.634,-0.424,424.744,-72.327,-247.742
-0.204,-0.672,-0.342,411.133,-85.083,-237.488
-0.266,-0.749,-0.229,400.696,-107.422,-236.389
-0.278,-0.811,-0.056,393.311,-131.836,-244.019
-0.333,-0.849,0.146,382.446,-153.748,-259.033
-0.339,-0.942,0.319,365.479,-178.955,-266.907
-0.296,-1.004,0.457,341.980,-201.538,-259.155
-0.299,-1.087,0.537,318.848,-209.961,-242.004
-0.292,-1.227,0.621,302.124,-202.148,-218.567
-0.293,-1.387,0.761,294.739,-184.265,-189.514
-0.384,-1.557,0.931,296.875,-163.208,-159.790
-0.476,-1.789,1.191,308.350,-143.860,-137.085
-0.602,-2.141,1.612,321.472,-126.099,-119.202
-0.705,-2.547,2.139,328.125,-106.689,-100.708
-0.623,-2.994,2.696,312.927,-80.383,-80.017
-0.412,-3.299,3.382,260.193,-44.434,-50.049
-0.156,-3.080,3.735,178.345,-3.174,-8.667
0.057,-2.445,3.689,93.323,25.879,4.150
0.296,-1.795,3.199,15.442,38.452,-7.263
0.303,-1.258,2.502,-65.002,35.767,-4.456
0.328,-0.756,1.629,-137.573,29.602,10.620
0.243,-0.252,0.822,-187.378,19.653,17.212
0.128,0.171,0.149,-215.759,12.878,15.198
0.140,0.520,-0.264,-212.402,7.751,12.146
0.177,0.780,-0.383,-182.190,-4.517,3.906
0.193,0.860,-0.265,-140.442,-17.700,-5.859
0.145,0.784,0.028,-98.999,-22.522,-13.000
0.078,0.636,0.388,-65.918,-19.104,-18.005
0.031,0.401,0.749,-46.936,-14.526,-20.142
0.003,0.067,1.124,-43.091,-8.362,-20.508
0.032,-0.221,1.542,-47.180,-2.563,-20.996
0.034,-0.427,1.902,-60.974,-0.305,-22.461
-0.005,-0.563,2.123,-87.402,-0.793,-24.963
-0.034,-0.676,2.172,-122.437,-0.061,-25.330
-0.090,-0.769,2.130,-159.668,5.981,-23.071
-0.144,-0.868,2.087,-192.383,20.081,-18.005
-0.157,-0.940,2.051,-217.285,41.626,-9.094
-0.139,-0.955,1.986,-235.291,66.406,2.563
-0.087,-0.925,1.887,-255.005,88.562,16.541
-0.068,-0.901,1.745,-281.860,105.835,31.128
-0.057,-0.876,1.559,-314.453,119.812,45.227
-0.037,-0.833,1.353,-349.182,129.578,57.556
-0.024,-0.791,1.137,-382.690,135.681,68.054
-0.031,-0.776,0.926,-412.415,139.221,77.637
-0.061,-0.792,0.728,-433.533,140.564,87.952
-0.081,-0.775,0.552,-441.895,141.174,99.182
-0.082,-0.720,0.411,-440.247,143.921,108.154
-0.089,-0.682,0.295,-437.927,148.682,112.732
-0.102,-0.646,0.180,-437.256,154.053,115.845
-0.101,-0.598,0.057,-437.012,158.936,118.774
-0.110,-0.584,-0.068,-442.078,161.194,120.361
-0.147,-0.612,-0.214,-453.796,159.912,121.155
-0.198,-0.667,-0.384,-472.229,158.081,121.216
-0.266,-0.746,-0.565,-496.765,158.813,120.667
-0.358,-0.847,-0.735,-524.841,161.804,121.948
-0.448,-0.973,-0.920,-550.781,164.185,126.831
-0.600,-1.119,-1.107,-573.181,163.330,135.071
-0.744,-1.214,-1.305,-585.876,159.424,145.081
-0.810,-1.229,-1.514,-581.116,154.114,151.611
-0.828,-1.238,-1.742,-563.110,147.888,144.348
-0.878,-1.217,-2.083,-538.452,140.137,121.338
-0.885,-1.139,-2.331,-515.442,129.822,97.168
-0.810,-1.044,-2.500,-477.356,128.418,84.045
-0.712,-0.938,-2.560,-416.626,141.357,73.120
-0.613,-0.815,-2.494,-350.403,152.588,60.730
-0.470,-0.759,-2.369,-297.485,144.958,51.880
-0.234,-0.828,-2.156,-268.494,114.014,47.302
0.019,-0.854,-1.961,-265.930,61.218,50.964
0.158,-0.901,-1.876,-274.963,-9.521,65.552
0.241,-0.942,-1.907,-279.724,-85.266,84.534
0.229,-0.910,-2.035,-276.428,-139.160,99.182
0.070,-0.806,-2.213,-264.587,-154.358,106.628
-0.140,-0.655,-2.410,-242.065,-131.531,112.244
-0.404,-0.472,-2.592,-203.979,-85.510,116.028
-0.649,-0.229,-2.695,-155.945,-32.166,113.770
-0.823,-0.043,-2.705,-111.877,10.803,99.365
-0.882,0.122,-2.591,-58.105,21.484,69.153
-0.825,0.212,-2.480,-13.916,4.883,25.269
-0.549,0.076,-2.285,16.663,-22.766,-22.278
-0.185,-0.156,-2.012,35.706,-43.152,-56.396
0.121,-0.298,-1.745,44.495,-44.800,-66.345
0.301,-0.300,-1.531,46.265,-37.476,-53.040
0.352,-0.214,-1.412,41.748,-27.832,-29.236
0.291,-0.097,-1.388,35.339,-17.944,-7.019
0.207,-0.005,-1.391,32.043,-5.371,5.188
0.142,0.053,-1.381,35.278,9.766,8.301
0.132,0.074,-1.341,41.077,24.231,5.310
0.153,0.050,-1.275,44.556,33.997,-0.366
0.194,0.016,-1.224,45.166,35.645,-5.310
0.223,-0.034,-1.153,44.617,28.748,-9.338
0.230,-0.073,-1.076,43.213,22.400,-8.301
0.224,-0.097,-1.017,39.063,22.034,-2.930
0.158,-0.118,-0.970,32.410,23.560,2.991
0.068,-0.109,-0.938,24.536,25.574,9.399

-0.445,0.166,-2.281,150.574,87.097,-26.611
-0.449,0.120,-2.442,193.359,101.257,-44.983
-0.445,-0.025,-2.570,243.347,112.976,-68.237
-0.460,-0.233,-2.702,287.964,125.305,-91.248
-0.506,-0.390,-2.843,321.838,134.155,-105.408
-0.562,-0.450,-2.975,348.938,136.169,-111.755
-0.597,-0.438,-3.077,368.347,127.563,-117.493
-0.647,-0.448,-3.127,384.827,102.295,-128.418
-0.706,-0.462,-3.100,403.015,63.904,-144.714
-0.747,-0.463,-2.986,427.368,24.292,-164.734
-0.753,-0.502,-2.785,458.313,-6.531,-187.134
-0.726,-0.509,-2.522,490.601,-27.283,-206.360
-0.732,-0.527,-2.282,516.052,-36.682,-217.041
-0.708,-0.574,-2.104,528.625,-34.668,-216.980
-0.643,-0.541,-1.940,532.227,-26.794,-211.609
-0.584,-0.476,-1.730,538.330,-20.935,-208.740
-0.512,-0.461,-1.434,542.664,-23.804,-211.243
-0.486,-0.476,-1.151,540.161,-36.499,-218.262
-0.488,-0.514,-0.881,536.194,-54.077,-228.577
-0.456,-0.608,-0.603,529.785,-75.562,-241.699
-0.411,-0.713,-0.399,520.874,-100.586,-257.568
-0.329,-0.732,-0.251,508.301,-123.291,-276.184
-0.276,-0.860,-0.112,484.619,-139.465,-291.809
-0.148,-0.983,0.010,457.886,-149.780,-289.001
0.035,-1.040,0.151,432.739,-152.039,-267.944
0.219,-1.103,0.333,416.321,-141.785,-235.779
0.387,-1.062,0.454,407.471,-122.192,-195.984
0.386,-0.947,0.472,400.269,-100.403,-156.433
0.337,-0.945,0.414,382.019,-77.332,-116.638
0.275,-0.960,0.327,363.892,-55.908,-81.665
0.231,-0.937,0.247,357.300,-40.527,-58.228
0.175,-0.942,0.256,348.938,-33.875,-45.349
0.125,-0.989,0.357,335.999,-36.987,-39.368
0.087,-1.061,0.496,323.303,-44.495,-38.940
0.027,-1.187,0.676,311.768,-50.720,-42.786
-0.015,-1.370,0.938,301.086,-52.551,-46.936
-0.067,-1.579,1.240,290.771,-49.927,-48.157
-0.170,-1.860,1.532,274.170,-44.617,-47.668
-0.318,-2.207,1.823,252.808,-38.208,-47.363
-0.412,-2.558,2.170,222.595,-27.100,-46.448
-0.288,-2.853,2.555,178.894,-7.935,-44.861
-0.120,-2.819,2.961,124.512,8.972,-46.082
0.204,-2.409,3.291,70.618,7.629,-56.396
0.583,-1.853,3.319,11.353,-0.366,-62.622
0.758,-1.365,2.913,-52.734,-8.118,-51.453
0.721,-0.905,2.263,-115.601,-7.812,-21.118
0.498,-0.509,1.410,-164.612,-2.502,21.118
0.273,-0.191,0.632,-201.660,7.141,69.031
0.154,0.079,0.074,-218.689,26.367,106.873
0.121,0.318,-0.149,-207.153,42.297,121.399
0.097,0.446,-0.127,-177.429,46.082,116.455
0.102,0.433,0.107,-139.648,40.283,104.431
0.102,0.314,0.416,-111.694,34.424,88.623
0.082,0.157,0.777,-96.619,29.358,67.505
0.168,-0.026,1.143,-99.487,22.766,46.753
0.294,-0.234,1.520,-119.812,12.817,24.902
0.360,-0.371,1.794,-153.198,-1.282,7.019
0.385,-0.473,1.882,-193.970,-16.052,-2.502
0.440,-0.568,1.811,-239.136,-25.635,-4.456
0.466,-0.643,1.654,-281.738,-26.489,2.686
0.442,-0.669,1.488,-315.491,-16.846,19.897
0.462,-0.643,1.401,-340.881,2.319,39.978
