aX,aY,aZ,gX,gY,gZ
-0.006,-1.133,0.334,-2.808,32.593,-12.939
-0.055,-1.109,0.290,-2.808,27.649,-3.540
-0.119,-1.100,0.251,-5.432,20.691,-0.793
-0.192,-1.079,0.241,-8.484,11.658,-0.061
-0.252,-1.053,0.248,-9.521,1.770,0.977
-0.288,-1.044,0.261,-9.277,-5.493,1.648
-0.321,-1.034,0.278,-7.874,-11.047,2.563
-0.340,-1.025,0.284,-5.249,-14.771,4.089
-0.323,-1.068,0.271,-4.578,-15.869,4.211
-0.298,-1.171,0.220,-9.094,-16.235,4.822
-0.286,-1.308,0.131,-17.456,-18.860,8.728
-0.300,-1.442,0.056,-27.649,-24.231,16.113
-0.272,-1.537,0.003,-36.621,-31.616,24.475
-0.220,-1.588,-0.039,-43.274,-41.260,31.433
-0.214,-1.617,-0.080,-48.767,-52.063,41.565
-0.248,-1.642,-0.140,-54.382,-60.974,60.364
-0.316,-1.654,-0.210,-60.120,-65.552,85.754
-0.462,-1.661,-0.269,-63.843,-63.171,112.854
-0.578,-1.688,-0.339,-65.186,-54.382,136.719
-0.600,-1.712,-0.424,-62.256,-42.603,152.344
-0.615,-1.725,-0.474,-54.810,-34.485,162.292
-0.665,-1.733,-0.500,-44.250,-34.058,172.791
-0.658,-1.766,-0.516,-36.987,-38.818,182.312
-0.590,-1.872,-0.560,-39.673,-45.166,187.012
-0.519,-1.931,-0.581,-45.959,-54.443,189.880
-0.623,-1.847,-0.475,-44.556,-67.871,195.923
-0.692,-1.674,-0.320,-36.316,-82.520,198.853
-0.645,-1.514,-0.196,-25.635,-94.910,188.354
-0.504,-1.430,-0.055,-14.709,-101.501,170.654
-0.344,-1.349,0.006,-10.498,-100.098,158.691
-0.192,-1.268,0.046,-7.507,-93.262,157.288
-0.052,-1.202,0.132,-3.723,-83.252,164.062
0.000,-1.099,0.238,-0.183,-71.045,174.438
0.040,-0.971,0.347,-0.244,-59.387,181.152
0.135,-0.826,0.452,-9.094,-54.749,177.734
0.131,-0.608,0.539,-30.212,-61.157,167.847
0.098,-0.380,0.609,-57.373,-78.186,154.358
0.071,-0.183,0.642,-82.581,-100.769,135.620
0.125,0.004,0.663,-99.365,-116.638,113.831
0.190,0.221,0.685,-100.037,-119.385,92.285
0.237,0.356,0.788,-82.703,-110.352,74.890
0.320,0.404,0.926,-54.993,-90.881,64.392
0.358,0.371,1.081,-24.902,-65.002,63.354
0.326,0.274,1.255,-4.944,-38.147,72.998
0.213,0.266,1.549,4.517,-17.517,89.111
0.003,0.458,2.003,7.141,-6.897,106.140
-0.410,0.955,2.701,7.019,0.610,121.765
-1.307,1.374,3.485,13.550,21.240,142.700
-2.271,1.655,3.992,1.953,60.791,176.453
-2.815,1.670,3.786,-29.846,96.191,198.059
-2.708,1.460,3.061,-81.421,115.112,168.518
-2.063,1.162,2.018,-141.907,122.498,82.214
-1.242,0.836,0.974,-181.458,114.868,-29.114
-0.382,0.431,0.247,-183.289,87.036,-126.648
0.405,-0.051,-0.161,-154.968,50.964,-189.880
0.911,-0.539,-0.346,-110.046,19.287,-215.881
1.245,-0.963,-0.365,-61.584,-0.244,-212.158
1.482,-1.209,-0.236,-15.137,-10.864,-185.608
1.619,-1.295,-0.006,22.217,-15.686,-146.240
1.551,-1.222,0.245,43.640,-11.047,-99.731
1.415,-1.111,0.463,52.063,-0.977,-55.908
1.207,-1.020,0.560,52.246,9.277,-20.447
1.003,-0.930,0.599,49.194,13.306,4.028
0.851,-0.844,0.624,43.457,7.812,13.977
0.707,-0.796,0.654,36.377,-6.042,14.160
0.590,-0.799,0.691,31.128,-22.339,11.353
0.498,-0.816,0.736,30.212,-33.508,8.301
0.416,-0.845,0.787,34.973,-37.537,7.568
0.385,-0.909,0.857,42.542,-34.790,11.108
0.325,-0.960,0.939,49.133,-25.024,20.386
0.275,-0.963,1.003,49.011,-11.536,32.227
0.222,-0.924,1.037,40.894,-2.808,41.199
0.162,-0.871,1.041,26.306,-2.319,45.288
0.107,-0.820,1.006,8.179,-8.545,43.152
0.068,-0.774,0.968,-9.521,-19.348,35.400
0.028,-0.742,0.924,-24.170,-28.687,26.428
0.037,-0.725,0.873,-33.203,-32.410,18.188
0.069,-0.716,0.812,-36.072,-29.846,12.085
0.087,-0.713,0.763,-33.447,-22.766,9.949
0.093,-0.703,0.731,-27.039,-13.306,11.536
0.115,-0.690,0.717,-19.104,-4.333,12.451
0.148,-0.687,0.715,-12.695,1.587,11.353
0.172,-0.677,0.711,-9.766,4.211,9.827
0.194,-0.658,0.700,-10.254,4.333,7.629

-1.661,-1.333,-1.156,-107.117,105.408,-40.833
-1.589,-1.560,-1.424,-109.436,94.910,-124.329
-1.471,-1.870,-1.469,-89.722,85.571,-213.440
-1.238,-2.258,-1.334,-54.138,82.581,-287.231
-0.891,-2.736,-1.186,-15.686,85.144,-339.966
-0.404,-3.329,-1.082,25.146,83.191,-369.507
0.241,-3.835,-0.804,76.782,68.542,-359.924
1.128,-3.866,-0.233,127.747,36.865,-299.133
1.803,-3.324,0.237,158.142,32.837,-195.190
1.990,-2.717,0.163,149.902,69.397,-70.435
1.843,-2.245,-0.182,109.680,119.141,58.472
1.450,-1.769,-0.653,82.642,160.339,173.462
0.906,-1.349,-0.863,96.008,181.763,263.184
0.172,-1.000,-0.740,125.061,167.480,311.340
-0.410,-0.842,-0.331,148.315,110.168,302.673
-0.805,-0.896,0.238,162.109,23.010,241.821
-1.072,-1.034,0.826,155.212,-67.993,148.010
-1.175,-1.174,1.311,117.798,-137.695,46.448
-1.044,-1.335,1.560,64.270,-167.908,-31.494
-0.761,-1.464,1.534,5.493,-158.691,-66.528
-0.497,-1.477,1.300,-40.894,-126.831,-64.514
-0.362,-1.411,1.041,-68.909,-91.980,-44.067
-0.357,-1.252,0.855,-83.496,-65.002,-18.616
-0.348,-1.031,0.738,-90.088,-46.753,12.878
-0.365,-0.891,0.620,-85.022,-34.668,33.203
-0.408,-0.839,0.497,-76.660,-27.954,30.273
-0.389,-0.812,0.427,-69.275,-28.687,12.695
-0.317,-0.823,0.390,-67.139,-39.124,-7.263
-0.254,-0.901,0.377,-67.749,-55.603,-23.926
-0.219,-1.038,0.390,-62.622,-72.205,-36.377
-0.161,-1.177,0.442,-52.551,-82.092,-45.776
-0.098,-1.346,0.489,-43.945,-84.473,-46.875
-0.050,-1.514,0.501,-40.405,-81.665,-36.255
-0.066,-1.627,0.497,-41.199,-76.111,-16.235
-0.059,-1.681,0.471,-43.030,-69.092,5.798
-0.093,-1.676,0.441,-46.814,-61.035,27.405
-0.142,-1.643,0.389,-53.772,-50.781,47.974
-0.146,-1.596,0.305,-60.547,-37.354,63.171
-0.132,-1.584,0.211,-64.026,-23.621,72.632
-0.109,-1.604,0.121,-64.880,-12.207,79.895
-0.088,-1.661,0.073,-63.477,-4.333,83.801
-0.105,-1.749,0.076,-63.599,-1.282,85.449
-0.297,-1.938,-0.007,-65.857,-7.202,81.482
-0.437,-1.330,0.081,-87.585,-13.855,112.061
-0.395,-1.371,-0.142,-94.727,-3.174,146.606
-0.425,-1.277,-0.199,-79.407,10.376,143.860
-0.379,-1.177,-0.194,-39.673,15.198,137.268
-0.342,-1.109,-0.201,-3.113,11.780,127.808
-0.261,-1.128,-0.204,22.217,2.441,118.530
-0.103,-1.205,-0.193,37.292,-8.179,107.971
0.101,-1.288,-0.168,47.668,-16.235,96.680
0.293,-1.384,-0.100,57.800,-20.752,93.933
0.433,-1.413,-0.007,59.937,-25.879,105.896
0.384,-1.325,0.139,55.847,-35.339,123.779
0.370,-1.133,0.280,41.199,-49.072,134.399
0.360,-0.970,0.372,17.151,-65.063,135.193
0.267,-0.787,0.411,-6.104,-80.322,131.409
0.186,-0.605,0.444,-21.362,-93.750,124.268
0.242,-0.453,0.467,-26.855,-103.210,111.694
0.278,-0.325,0.499,-22.400,-106.384,99.121
0.319,-0.190,0.591,-13.611,-103.455,91.370
0.418,-0.061,0.722,2.869,-92.834,86.304
0.449,0.037,0.904,20.264,-78.491,85.999
0.495,0.100,1.064,25.818,-65.186,90.332
0.505,0.075,1.217,18.188,-56.824,96.436
0.389,0.046,1.388,3.235,-53.284,107.483
0.165,0.119,1.633,-14.221,-51.941,121.948
-0.068,0.289,1.956,-33.203,-48.889,133.972
-0.370,0.704,2.449,-37.720,-39.612,145.325
-1.090,1.177,3.123,-18.372,-17.822,165.466
-1.957,1.410,3.639,-7.690,19.897,195.862
-2.534,1.440,3.592,-30.457,58.899,208.740
-2.522,1.363,3.029,-66.284,86.060,172.363
-1.928,1.163,2.169,-109.741,102.783,88.013
-1.087,0.834,1.227,-150.208,100.281,-5.981
-0.343,0.405,0.509,-162.537,74.402,-74.585
0.204,-0.042,0.115,-145.630,40.039,-112.244
0.650,-0.474,-0.063,-113.464,17.395,-127.563
1.050,-0.814,-0.174,-78.003,14.709,-128.540
1.353,-1.007,-0.242,-41.687,24.170,-114.441
1.522,-1.063,-0.217,-8.301,32.715,-84.290
1.526,-1.022,-0.106,16.296,33.691,-45.898
1.413,-0.927,0.002,29.175,28.381,-11.353
1.196,-0.801,0.124,36.133,18.188,10.620
1.027,-0.676,0.256,41.077,5.432,19.897
0.856,-0.603,0.401,44.678,-4.944,20.569
0.647,-0.554,0.582,51.453,-14.343,20.264
0.433,-0.511,0.802,59.570,-23.376,20.752
0.240,-0.511,1.015,62.927,-30.884,17.090
0.122,-0.525,1.172,58.105,-35.583,8.484
0.048,-0.551,1.262,47.913,-39.368,-0.366
0.020,-0.583,1.296,35.034,-41.443,-5.127
0.008,-0.600,1.274,23.437,-39.307,-7.935
0.006,-0.594,1.214,15.381,-32.043,-9.277
0.015,-0.579,1.127,9.949,-22.888,-10.132
0.050,-0.597,1.024,6.714,-15.015,-12.390
0.122,-0.630,0.917,5.615,-9.644,-16.785
0.204,-0.675,0.822,7.019,-6.897,-21.790
0.288,-0.745,0.746,9.155,-6.226,-25.146
0.360,-0.801,0.710,11.292,-6.042,-26.245
0.415,-0.818,0.688,12.268,-5.310,-25.146
0.445,-0.808,0.678,11.353,-5.188,-21.667
0.445,-0.784,0.665,9.216,-5.920,-16.235
0.430,-0.771,0.660,7.507,-5.676,-10.559
0.405,-0.752,0.668,8.118,-3.174,-5.798
0.407,-0.725,0.674,10.864,2.014,-2.747
0.405,-0.709,0.671,12.817,6.531,0.183
0.378,-0.693,0.664,13.245,8.484,4.456
0.354,-0.683,0.661,11.719,7.751,7.507
0.305,-0.668,0.665,8.911,5.310,9.338
0.284,-0.635,0.668,6.653,2.808,9.644
0.267,-0.601,0.680,3.845,1.099,7.690
0.249,-0.591,0.667,0.916,0.305,6.836
0.244,-0.577,0.662,-0.183,0.671,6.836
0.223,-0.561,0.663,1.160,1.404,6.653
0.209,-0.562,0.668,3.174,1.709,4.761
0.226,-0.571,0.666,4.944,1.953,1.160
0.240,-0.570,0.678,6.592,1.892,-1.831
0.244,-0.588,0.692,7.202,1.404,-3.784

0.010,1.050,1.921,130.615,33.569,-214.172
-0.033,1.046,1.978,157.227,72.205,-205.444
-0.214,0.967,2.006,176.208,111.023,-188.416
-0.533,0.849,1.976,194.702,151.306,-161.133
-0.964,0.609,1.672,191.772,198.730,-131.592
-1.373,0.225,1.139,157.715,247.070,-114.075
-1.714,-0.259,0.476,106.506,280.640,-113.037
-2.200,-0.663,-0.206,46.936,285.339,-119.446
-2.898,-1.036,-0.964,-18.005,260.315,-127.441
-3.469,-1.753,-1.860,-84.839,218.567,-144.287
-4.000,-2.851,-2.513,-160.645,162.903,-180.054
-3.911,-4.000,-2.790,-199.097,113.831,-255.371
-2.378,-4.000,-2.674,-135.803,92.041,-388.916
-0.722,-4.000,-2.056,22.949,93.628,-498.596
1.372,-4.000,-1.290,169.861,116.577,-453.674
2.948,-3.933,-1.158,233.521,174.805,-270.508
3.682,-2.856,-1.891,223.572,255.859,-25.757
3.518,-2.008,-2.881,161.011,300.476,173.401
2.074,-1.327,-2.987,125.854,241.699,296.753
0.241,-1.080,-1.967,143.433,84.167,362.366
-1.702,-1.307,-0.299,187.195,-70.618,361.084
-2.447,-1.479,1.251,221.069,-137.878,275.330
-2.480,-1.356,2.372,206.848,-132.935,113.708
-2.262,-0.940,2.904,137.329,-109.192,-24.353
-2.146,-0.483,2.828,51.697,-82.458,-64.087
-1.771,-0.286,2.211,-32.349,-42.480,-47.363
-1.192,-0.311,1.375,-106.873,0.000,-42.419
-0.693,-0.425,0.569,-145.264,28.137,-67.261
-0.261,-0.555,0.011,-152.100,31.982,-97.778
0.080,-0.787,-0.250,-125.671,12.634,-115.417
0.328,-1.005,-0.227,-85.266,-8.545,-114.075
0.367,-1.206,-0.087,-50.476,-19.531,-97.229
0.317,-1.385,0.050,-22.583,-21.545,-64.392
0.232,-1.549,0.191,2.686,-18.616,-27.100
0.114,-1.652,0.369,26.245,-13.672,5.981
-0.064,-1.644,0.610,44.067,-9.644,36.560
-0.262,-1.533,0.832,54.199,-3.235,62.256
-0.422,-1.376,0.943,53.955,8.423,81.116
-0.524,-1.215,0.937,42.542,22.156,90.881
-0.549,-1.056,0.844,25.696,30.518,88.928
-0.507,-0.943,0.710,5.310,28.076,74.890
-0.425,-0.911,0.534,-19.409,16.479,54.321
-0.333,-0.921,0.341,-44.128,1.160,34.180
-0.242,-0.953,0.182,-59.998,-14.221,19.043
-0.156,-1.032,0.063,-66.101,-26.672,11.658
-0.130,-1.154,-0.008,-64.636,-34.668,12.634
-0.154,-1.260,-0.025,-55.786,-38.879,21.484
-0.172,-1.332,-0.001,-41.931,-40.466,33.386
-0.203,-1.394,0.055,-28.259,-41.016,44.189
-0.226,-1.443,0.090,-18.494,-39.856,54.565
-0.221,-1.476,0.069,-14.526,-38.147,65.918
-0.208,-1.513,0.008,-18.433,-39.734,78.430
-0.235,-1.583,-0.084,-27.649,-45.349,92.041
-0.236,-1.658,-0.203,-41.138,-54.016,104.614
-0.218,-1.796,-0.334,-54.443,-65.369,112.549
-0.140,-1.973,-0.483,-65.735,-77.942,118.958
-0.092,-2.154,-0.605,-71.594,-90.759,127.258
-0.154,-2.272,-0.664,-66.833,-99.976,142.944
-0.281,-2.233,-0.635,-53.101,-105.225,165.344
-0.434,-2.032,-0.480,-30.945,-108.154,187.927
-0.585,-1.750,-0.265,-8.057,-106.323,202.759
-0.648,-1.476,-0.089,1.709,-98.694,205.017
-0.604,-1.244,0.005,-0.366,-91.492,193.542
-0.553,-1.106,0.040,-7.507,-89.539,174.744
-0.482,-1.039,0.053,-16.602,-95.886,157.288
-0.416,-1.028,0.080,-26.123,-109.131,143.250
-0.371,-1.032,0.120,-37.659,-121.704,133.179
-0.288,-0.987,0.196,-47.058,-126.709,123.535
-0.169,-0.870,0.311,-46.387,-124.878,116.638
-0.047,-0.778,0.390,-39.185,-116.455,116.821
0.024,-0.763,0.408,-35.828,-101.685,121.155
0.055,-0.675,0.416,-37.720,-87.402,126.770
0.085,-0.513,0.485,-35.767,-78.430,125.305
0.125,-0.340,0.615,-27.161,-73.730,113.525
0.147,-0.195,0.764,-22.034,-73.120,98.511
0.148,-0.123,0.871,-22.705,-76.416,85.815
0.153,-0.089,0.923,-26.367,-82.825,75.806
0.141,-0.089,0.965,-30.762,-87.646,67.566
0.170,-0.083,0.981,-34.241,-86.487,60.364
0.201,-0.109,0.984,-40.283,-82.397,56.091
0.218,-0.104,0.997,-46.021,-79.468,58.411
0.185,-0.054,1.036,-46.692,-76.416,67.200
0.102,-0.040,1.086,-44.983,-67.383,78.186
0.056,0.018,1.191,-36.560,-49.622,88.562
-0.002,0.210,1.407,-19.470,-29.480,96.619
-0.173,0.474,1.771,-1.282,-12.024,103.943
-0.598,0.674,2.163,16.785,3.601,116.516
-1.021,0.760,2.486,23.437,21.667,135.925
-1.407,0.785,2.617,8.240,39.978,143.738
-1.538,0.766,2.473,-19.592,56.030,117.065
-1.247,0.627,2.020,-60.730,68.542,54.932
-0.728,0.389,1.410,-106.079,63.843,-12.573
-0.316,0.135,0.898,-127.441,36.743,-58.044
0.008,-0.151,0.598,-122.925,6.104,-81.177
0.243,-0.403,0.451,-100.647,-9.766,-93.079
0.473,-0.570,0.340,-70.435,-5.798,-101.074
0.700,-0.696,0.216,-41.260,8.728,-105.835
0.866,-0.801,0.137,-16.724,18.372,-101.807
0.939,-0.869,0.140,3.906,15.686,-87.402
0.925,-0.882,0.231,21.851,7.141,-66.895
0.823,-0.857,0.348,35.278,2.686,-46.814
0.673,-0.802,0.478,44.495,5.676,-29.358
0.541,-0.719,0.579,47.791,12.451,-12.939
0.432,-0.660,0.653,43.823,17.090,-1.221
0.334,-0.598,0.703,34.241,14.465,3.052
0.266,-0.586,0.720,22.644,3.479,0.427
0.233,-0.610,0.723,11.230,-11.719,-6.226
0.231,-0.653,0.737,4.395,-25.635,-14.099
0.244,-0.694,0.775,1.953,-32.837,-18.494
0.245,-0.734,0.815,3.601,-31.799,-16.235
0.247,-0.767,0.859,9.033,-22.949,-8.179
0.251,-0.777,0.888,15.930,-8.179,2.319
0.244,-0.780,0.880,21.423,6.836,13.000
0.231,-0.781,0.861,24.109,17.761,20.508
0.228,-0.759,0.839,21.912,20.752,21.423
0.233,-0.750,0.812,15.442,15.564,16.479
0.235,-0.748,0.789,5.920,5.432,8.789
0.248,-0.757,0.774,-2.686,-5.127,1.526
0.251,-0.773,0.770,-8.301,-12.024,-2.441

0.251,0.870,1.707,69.214,-20.569,-134.521
0.323,0.952,1.737,76.111,-17.334,-149.719
0.359,0.924,1.698,86.548,-9.399,-162.964
0.252,0.806,1.672,100.708,2.258,-170.776
0.012,0.727,1.720,118.347,18.433,-164.124
-0.315,0.707,1.775,135.925,45.166,-142.578
-0.751,0.823,1.923,152.954,85.022,-115.967
-1.408,0.978,2.069,172.852,135.498,-86.731
-2.116,0.978,1.961,180.237,193.176,-60.547
-2.748,0.728,1.543,151.184,249.023,-57.373
-3.171,0.219,0.741,99.609,297.974,-80.994
-3.420,-0.478,-0.333,36.987,329.346,-121.399
-3.583,-1.368,-1.533,-27.954,340.515,-170.227
-3.747,-2.579,-2.718,-90.210,327.637,-231.506
-3.622,-3.832,-3.617,-145.813,284.241,-308.716
-3.434,-4.000,-3.901,-183.044,220.947,-415.039
-2.619,-4.000,-3.584,-155.090,138.489,-553.040
-0.907,-4.000,-2.781,-70.251,27.649,-685.120
1.365,-4.000,-1.232,113.831,-85.266,-720.520
3.869,-4.000,0.025,288.025,-93.018,-542.908
4.000,-4.000,0.017,279.846,33.020,-279.419
4.000,-4.000,-0.605,115.173,156.189,-3.723
3.293,-3.354,-1.432,-10.010,169.189,269.531
0.427,-2.371,-1.564,-42.847,84.717,511.902
-2.189,-1.838,-0.949,-19.226,-22.766,668.640
-3.258,-1.228,0.194,28.625,-94.238,666.321
-3.770,-0.473,1.335,132.935,-100.586,486.511
-3.527,0.228,2.121,187.683,-88.501,247.986
-2.853,0.466,2.425,140.320,-83.313,86.670
-2.237,0.368,2.160,57.800,-79.773,9.644
-1.779,0.268,1.809,-4.944,-65.674,-19.958
-1.416,0.124,1.493,-23.315,-37.964,-51.270
-0.981,-0.101,1.178,-31.738,-6.470,-89.294
-0.596,-0.413,0.861,-48.096,13.062,-119.202
-0.303,-0.775,0.567,-62.012,20.447,-134.888
-0.097,-1.072,0.391,-61.584,22.034,-136.597
-0.015,-1.228,0.332,-45.837,23.743,-122.070
0.045,-1.283,0.347,-28.687,27.161,-93.201
0.096,-1.326,0.369,-14.587,32.349,-58.716
0.121,-1.344,0.370,-4.211,37.048,-27.344
0.114,-1.313,0.362,2.075,38.574,-5.981
0.095,-1.254,0.345,5.676,34.668,4.822
0.077,-1.231,0.327,4.272,24.414,9.521
0.032,-1.245,0.319,-1.465,10.254,14.343
-0.055,-1.245,0.331,-5.188,-0.854,23.987
-0.108,-1.233,0.336,-6.287,-3.906,36.560
-0.093,-1.232,0.296,-7.751,-1.221,46.814
-0.045,-1.268,0.221,-11.475,1.282,53.711
-0.023,-1.318,0.130,-14.954,-2.075,59.814
0.002,-1.351,0.055,-16.602,-12.390,67.627
0.013,-1.378,-0.004,-18.250,-27.527,77.393
0.000,-1.399,-0.061,-22.095,-42.114,90.149
-0.066,-1.425,-0.117,-28.015,-53.772,106.689
-0.174,-1.451,-0.171,-33.447,-61.096,124.939
-0.297,-1.442,-0.207,-35.828,-63.782,142.151
-0.392,-1.442,-0.232,-35.583,-64.148,156.189
-0.457,-1.429,-0.236,-32.776,-64.697,163.818
-0.492,-1.414,-0.203,-26.184,-68.481,165.710
-0.519,-1.413,-0.135,-20.142,-76.050,164.551
-0.552,-1.428,-0.065,-18.005,-85.510,162.048
-0.552,-1.483,-0.010,-20.691,-94.788,155.823
-0.519,-1.494,0.035,-24.353,-100.647,145.569
-0.447,-1.520,0.089,-23.071,-102.905,139.038
-0.367,-1.547,0.133,-22.522,-100.037,142.212
-0.334,-1.546,0.156,-23.437,-90.759,153.748
-0.312,-1.497,0.181,-20.691,-74.402,167.664
-0.228,-1.448,0.213,-16.663,-53.528,177.124
-0.129,-1.368,0.243,-15.625,-35.828,182.251
-0.080,-1.232,0.238,-20.813,-28.320,185.364
0.026,-1.087,0.202,-31.738,-30.823,181.641
0.083,-0.985,0.167,-44.678,-39.063,169.556
0.123,-0.880,0.113,-53.406,-47.119,151.917
0.269,-0.716,0.068,-49.438,-53.711,128.784
0.406,-0.533,0.098,-32.349,-59.631,105.530
0.526,-0.376,0.196,-15.808,-67.627,91.370
0.558,-0.259,0.334,-5.676,-76.660,84.595
0.595,-0.196,0.512,-0.366,-84.045,79.956
0.579,-0.150,0.705,-0.305,-87.280,75.378
0.493,-0.111,0.826,-0.977,-85.022,73.059
0.454,-0.058,0.862,-1.587,-81.177,71.533
0.469,-0.059,0.869,-0.610,-76.538,67.383
0.490,-0.077,0.881,-3.357,-70.801,64.209
0.451,-0.026,0.920,-7.812,-69.519,65.735
0.363,0.021,0.994,-8.240,-73.608,69.763
0.212,0.065,1.150,-4.395,-76.660,71.716
-0.006,0.209,1.420,6.104,-76.843,71.655
-0.347,0.494,1.874,25.818,-75.195,69.336
-0.879,0.792,2.488,45.349,-70.374,69.946
-1.558,0.943,3.082,54.504,-59.204,75.745
-1.977,1.031,3.328,36.865,-37.354,74.768
-2.095,0.956,3.065,0.061,-8.118,45.349
-1.781,0.762,2.461,-41.138,22.766,-6.775
-1.194,0.442,1.750,-73.608,51.147,-59.143
-0.579,0.082,1.089,-89.539,64.819,-94.666
-0.090,-0.272,0.624,-87.891,58.716,-112.976
0.348,-0.545,0.333,-73.853,41.260,-122.131
0.712,-0.770,0.153,-58.594,23.926,-128.296
1.002,-0.919,0.023,-47.302,10.376,-129.333
1.160,-1.030,-0.015,-34.302,-1.404,-119.080
1.212,-1.090,0.011,-20.325,-12.573,-98.145
1.159,-1.111,0.130,-7.751,-24.658,-75.989
1.039,-1.105,0.312,3.540,-35.583,-56.458
0.901,-1.087,0.510,11.414,-43.030,-38.635
0.752,-1.041,0.698,12.634,-44.617,-21.912
0.597,-0.994,0.846,6.836,-41.138,-6.958
0.454,-0.920,0.943,-3.357,-36.987,6.042
0.321,-0.833,0.990,-15.198,-34.668,17.761
0.208,-0.745,0.984,-25.269,-32.166,25.513
0.107,-0.682,0.959,-29.297,-26.001,30.212
0.032,-0.639,0.934,-26.733,-14.160,34.241
-0.004,-0.594,0.917,-19.531,0.061,36.987
-0.024,-0.566,0.904,-11.047,12.573,37.231
-0.020,-0.556,0.892,-4.089,20.630,35.828
-0.017,-0.559,0.897,-0.916,23.254,33.081
-0.005,-0.571,0.896,-3.601,23.315,28.870
0.028,-0.584,0.862,-12.146,21.729,23.926
0.055,-0.594,0.804,-21.606,18.372,20.264
0.089,-0.607,0.744,-27.954,15.381,17.883
0.130,-0.613,0.702,-28.076,14.832,15.320

-0.302,0.927,1.646,98.206,29.480,-55.176
-0.447,0.932,1.642,110.413,49.866,-53.894
-0.665,0.876,1.605,112.793,72.266,-57.922
-0.865,0.823,1.482,106.934,96.375,-73.608
-1.038,0.760,1.179,95.337,118.896,-101.013
-1.211,0.632,0.756,82.214,133.118,-137.207
-1.391,0.461,0.344,84.106,135.132,-179.687
-1.670,0.162,-0.028,106.323,131.042,-219.604
-1.969,-0.334,-0.379,141.846,132.812,-244.812
-2.077,-1.109,-0.727,172.302,151.489,-254.211
-2.139,-1.827,-1.033,178.162,187.988,-253.113
-2.528,-2.716,-1.361,149.231,223.389,-246.094
-2.536,-3.953,-1.708,82.947,237.427,-243.774
-1.642,-4.000,-2.001,-8.911,215.027,-279.785
-0.603,-4.000,-1.756,-53.955,143.799,-345.032
0.314,-4.000,-1.353,-21.973,64.514,-362.427
1.118,-3.975,-1.397,10.681,55.969,-295.776
1.896,-2.294,-2.195,31.677,156.921,-164.551
2.846,-0.938,-3.309,43.274,258.728,-23.315
2.818,-0.599,-3.828,78.369,269.287,111.084
1.968,-0.556,-2.877,113.464,206.482,281.616
0.775,-1.878,-1.685,232.117,75.317,306.519
-0.617,-2.559,0.551,282.532,-67.505,212.402
-1.492,-2.865,2.357,238.159,-178.223,112.244
-1.855,-2.503,3.003,118.896,-207.397,34.241
-1.994,-1.915,2.802,-17.944,-154.541,15.076
-2.057,-1.084,2.221,-112.671,-74.463,45.044
-1.915,-0.469,1.338,-157.471,-1.709,72.510
-1.647,-0.072,0.530,-155.212,43.823,59.570
-1.236,0.070,0.147,-113.831,49.011,11.169
-0.796,-0.087,0.043,-68.848,24.780,-49.438
-0.448,-0.422,0.010,-44.006,-0.793,-101.196
-0.132,-0.855,0.054,-26.794,-15.503,-131.409
0.181,-1.246,0.185,-12.390,-22.888,-136.108
0.344,-1.515,0.359,-2.380,-27.893,-117.188
0.375,-1.642,0.497,3.479,-31.128,-80.444
0.283,-1.643,0.580,6.897,-28.320,-38.208
0.163,-1.557,0.595,9.827,-17.212,-0.610
0.085,-1.437,0.543,8.301,-2.747,27.710
0.026,-1.337,0.454,1.465,6.836,44.739
-0.008,-1.262,0.368,-6.714,7.385,52.002
-0.011,-1.208,0.296,-15.564,1.160,53.528
0.005,-1.172,0.219,-25.024,-6.653,53.772
0.019,-1.157,0.133,-32.349,-13.672,55.542
0.006,-1.186,0.073,-36.438,-19.592,58.716
-0.028,-1.235,0.041,-38.452,-24.719,61.829
-0.035,-1.257,0.034,-40.710,-28.198,63.171
-0.035,-1.281,0.026,-45.898,-29.480,65.857
-0.040,-1.325,0.005,-56.519,-29.053,72.021
-0.016,-1.370,-0.050,-72.693,-28.259,80.078
-0.007,-1.405,-0.114,-93.872,-30.090,87.524
-0.009,-1.460,-0.181,-114.502,-34.424,90.149
0.011,-1.529,-0.182,-127.930,-38.391,83.557
-0.204,-1.842,-0.141,-132.080,-43.640,69.153
-0.280,-1.405,-0.200,-142.273,-48.340,78.430
-0.263,-1.336,-0.307,-148.560,-32.654,124.817
-0.286,-1.314,-0.414,-107.727,-2.319,139.099
-0.281,-1.156,-0.280,-40.710,14.832,158.203
-0.300,-1.096,-0.130,17.151,17.883,168.945
-0.325,-1.092,-0.004,47.241,19.287,165.833
-0.323,-1.114,0.073,59.082,18.799,150.635
-0.273,-1.186,0.146,58.838,12.329,125.916
-0.155,-1.249,0.243,47.363,0.305,96.619
0.052,-1.326,0.296,29.358,-16.113,70.374
0.231,-1.453,0.344,6.531,-42.114,58.838
0.335,-1.521,0.458,-13.733,-72.571,68.420
0.348,-1.492,0.624,-28.076,-95.276,90.393
0.282,-1.376,0.729,-39.795,-99.609,114.441
0.267,-1.293,0.682,-50.903,-84.839,132.874
0.250,-1.120,0.598,-52.673,-61.035,144.043
0.258,-0.879,0.560,-35.950,-43.091,147.888
0.266,-0.719,0.579,-13.306,-38.513,143.921
0.263,-0.604,0.620,-0.793,-46.326,132.202
