aX,aY,aZ,gX,gY,gZ
0.245,-0.546,0.684,4.456,-60.730,114.075
0.264,-0.607,0.699,1.282,-73.669,92.041
0.373,-0.644,0.733,-5.798,-78.369,70.129
0.509,-0.627,0.753,-9.521,-78.186,56.335
0.584,-0.610,0.831,-9.766,-81.421,56.274
0.565,-0.489,0.974,-10.864,-86.365,68.665
0.506,-0.351,1.075,-16.541,-86.548,86.731
0.347,-0.213,1.166,-28.320,-82.397,106.323
0.101,-0.056,1.223,-41.748,-76.660,126.587
-0.174,0.186,1.336,-49.927,-71.228,141.052
-0.524,0.611,1.610,-48.889,-65.918,149.231
-1.054,1.131,2.033,-38.208,-56.885,158.203
-1.830,1.519,2.559,-25.696,-39.917,173.401
-2.439,1.803,2.858,-21.790,-10.193,182.129
-2.693,1.935,2.738,-28.076,26.001,154.480
-2.380,1.808,2.238,-47.607,61.035,83.862
-1.665,1.337,1.515,-73.669,84.839,-10.010
-0.926,0.798,0.861,-82.581,85.938,-91.980
-0.293,0.246,0.457,-72.205,66.589,-148.499
0.224,-0.261,0.236,-54.688,42.358,-182.983
0.726,-0.723,0.069,-34.607,27.527,-198.914
1.191,-1.134,-0.037,-12.817,22.156,-194.763
1.519,-1.421,-0.063,8.789,20.386,-167.603
1.653,-1.526,0.025,31.128,16.785,-123.657
1.605,-1.462,0.199,47.791,12.085,-72.388
1.464,-1.321,0.350,54.138,10.071,-24.536
1.225,-1.147,0.450,51.453,11.719,10.803
0.972,-0.959,0.537,46.265,12.146,31.860
0.733,-0.827,0.609,40.161,6.470,41.199
0.544,-0.750,0.696,34.058,-2.808,42.236
0.396,-0.712,0.784,29.907,-12.573,39.734
0.270,-0.711,0.872,27.771,-20.203,37.415
0.188,-0.723,0.941,27.771,-22.949,36.438
0.126,-0.732,0.997,28.442,-21.057,37.170
0.065,-0.715,1.023,27.527,-17.212,37.354
0.031,-0.682,1.025,25.085,-14.099,35.034
0.020,-0.660,0.998,19.043,-13.184,30.151
0.006,-0.650,0.954,11.963,-14.526,25.085
0.011,-0.646,0.911,7.690,-15.442,19.409
0.049,-0.654,0.878,5.859,-13.916,14.099
0.089,-0.665,0.831,4.395,-10.803,10.742
0.135,-0.688,0.789,2.319,-6.348,7.080
0.182,-0.725,0.752,0.610,-0.610,2.441
0.237,-0.758,0.717,0.732,4.883,-0.610
0.285,-0.783,0.672,1.221,8.545,-1.465
0.342,-0.794,0.632,0.671,10.742,-2.197

-1.428,0.549,1.079,168.152,80.994,-133.911
-1.710,0.408,0.757,193.359,112.793,-145.813
-1.823,0.189,0.294,216.919,154.297,-176.575
-1.854,-0.122,-0.139,227.661,196.899,-214.783
-1.878,-0.496,-0.474,234.009,228.577,-247.620
-1.937,-1.074,-0.769,246.094,253.174,-256.470
-1.833,-1.745,-1.016,239.685,278.931,-230.408
-2.092,-2.291,-1.267,200.439,301.208,-188.049
-2.600,-2.863,-1.725,116.699,312.439,-148.499
-3.020,-3.564,-2.309,-13.611,300.903,-156.128
-2.222,-4.000,-2.738,-146.912,265.137,-257.812
-0.261,-4.000,-2.558,-206.055,189.392,-435.059
1.362,-4.000,-2.176,-138.916,95.032,-539.062
2.910,-3.994,-1.783,-7.996,41.748,-442.871
3.738,-2.943,-2.021,77.026,81.604,-206.360
3.926,-2.310,-2.445,95.520,150.452,35.461
2.818,-1.851,-2.295,112.061,145.203,223.816
0.867,-1.641,-1.484,130.005,50.293,347.351
-0.952,-1.575,-0.374,143.005,-51.025,374.084
-2.038,-1.375,0.805,147.461,-107.971,303.223
-2.429,-0.942,1.824,135.010,-123.596,186.584
-2.419,-0.568,2.330,89.050,-121.521,98.755
-2.220,-0.309,2.204,14.709,-94.299,53.650
-1.818,-0.189,1.656,-54.443,-42.542,17.761
-1.297,-0.283,1.047,-94.971,1.526,-25.574
-0.708,-0.569,0.612,-105.713,18.799,-69.824
-0.238,-0.885,0.389,-101.563,14.221,-99.304
0.092,-1.148,0.233,-91.614,4.883,-106.079
0.283,-1.311,0.136,-77.515,-0.549,-94.666
0.346,-1.338,0.120,-59.021,-4.883,-69.275
0.298,-1.284,0.156,-40.466,-8.179,-34.180
0.162,-1.198,0.193,-25.940,-7.629,0.793
-0.019,-1.099,0.236,-13.489,-5.127,28.015
-0.202,-1.023,0.304,-1.953,-5.127,44.312
-0.322,-1.009,0.388,5.432,-7.202,48.706
-0.351,-1.058,0.434,6.104,-8.728,42.725
-0.292,-1.128,0.433,0.183,-9.338,31.921
-0.191,-1.208,0.391,-9.766,-12.207,22.217
-0.098,-1.286,0.319,-22.827,-17.151,18.677
-0.046,-1.340,0.221,-36.194,-22.095,23.315
-0.018,-1.360,0.104,-45.593,-26.062,33.936
-0.003,-1.344,-0.001,-49.438,-29.602,48.950
-0.031,-1.338,-0.090,-50.171,-33.630,67.017
-0.083,-1.339,-0.187,-47.974,-37.720,85.876
-0.146,-1.326,-0.259,-42.725,-41.565,103.882
-0.220,-1.320,-0.318,-35.767,-45.532,119.507
-0.267,-1.332,-0.363,-28.687,-51.453,130.310
-0.313,-1.338,-0.385,-22.888,-58.838,136.719
-0.365,-1.355,-0.388,-19.226,-66.589,140.259
-0.409,-1.394,-0.372,-17.761,-75.134,140.991
-0.426,-1.456,-0.332,-17.517,-84.045,138.306
-0.432,-1.485,-0.286,-17.029,-92.590,132.019
-0.398,-1.541,-0.232,-17.700,-100.281,123.718
-0.306,-1.618,-0.169,-22.766,-107.727,115.723
-0.246,-1.695,-0.136,-32.227,-115.601,112.488
-0.235,-1.704,-0.120,-41.626,-121.399,116.150
-0.201,-1.676,-0.139,-43.457,-123.840,121.277
-0.108,-1.685,-0.235,-41.504,-120.544,123.657
0.037,-1.682,-0.359,-41.199,-112.549,125.000
0.140,-1.657,-0.438,-29.297,-102.539,125.305
0.226,-1.638,-0.381,-5.127,-96.741,127.380
0.262,-1.607,-0.183,18.921,-101.440,131.165
0.274,-1.490,0.062,31.067,-113.647,135.803
0.233,-1.333,0.270,26.245,-125.244,136.658
0.185,-1.186,0.396,9.705,-134.583,133.301
0.230,-1.099,0.368,-13.611,-140.015,123.962
0.360,-1.048,0.212,-36.316,-140.015,112.183
0.466,-1.000,0.047,-42.236,-137.329,105.713
0.510,-0.937,-0.047,-23.010,-131.592,109.497
0.574,-0.838,-0.062,12.695,-121.826,119.141
0.571,-0.709,0.028,47.424,-114.075,123.230
0.539,-0.491,0.241,61.401,-124.329,118.469
0.327,-0.307,0.636,47.974,-159.790,104.980
-0.127,0.000,1.267,20.142,-204.285,96.191
-0.829,0.788,2.175,11.169,-229.126,103.088
-1.821,1.592,3.359,46.875,-200.989,128.540
-3.092,2.178,4.000,95.337,-114.807,185.364
-4.000,2.517,4.000,137.817,-1.465,247.803
-4.000,2.357,4.000,160.645,110.107,228.210
-3.463,1.670,3.824,103.943,181.885,98.450
-2.089,0.743,2.291,-15.686,177.490,-69.824
-0.940,-0.107,1.119,-127.625,96.436,-197.144
-0.001,-0.860,0.338,-197.815,-1.099,-258.850
0.827,-1.548,-0.290,-213.684,-54.016,-263.977
1.301,-1.905,-0.697,-187.256,-44.189,-231.628
1.545,-1.960,-0.855,-128.357,-5.249,-177.673
1.679,-1.920,-0.834,-55.725,19.592,-113.953
1.658,-1.825,-0.585,9.949,19.470,-56.763
1.461,-1.638,-0.263,55.237,11.841,-15.503
1.165,-1.390,0.041,79.651,4.822,12.634
0.826,-1.199,0.350,90.637,-2.380,33.325
0.516,-1.086,0.609,96.130,-7.690,45.593
0.306,-1.009,0.813,97.778,-6.226,47.974
0.155,-0.926,0.968,89.233,-2.747,44.373
-0.006,-0.878,1.059,74.341,-2.014,42.114
-0.121,-0.844,1.101,55.481,-2.319,42.542
-0.169,-0.816,1.099,36.255,-1.465,40.344
-0.207,-0.786,1.074,19.104,0.000,35.767
-0.232,-0.771,1.034,4.944,0.427,31.311
-0.184,-0.772,0.970,-7.568,2.319,26.550
-0.107,-0.795,0.885,-19.531,5.249,21.973
-0.031,-0.827,0.789,-28.870,6.897,19.226
0.031,-0.846,0.700,-34.485,7.385,17.700
0.098,-0.846,0.611,-36.377,7.446,16.663
0.173,-0.838,0.519,-35.767,8.850,14.221
0.238,-0.865,0.452,-34.241,11.536,9.766
0.292,-0.890,0.399,-31.860,13.672,6.042
0.323,-0.904,0.389,-27.893,13.245,5.554
0.343,-0.890,0.389,-24.109,10.986,8.057
0.334,-0.856,0.400,-21.484,8.606,10.986
0.336,-0.812,0.402,-20.691,7.874,12.329
0.324,-0.811,0.432,-20.508,7.996,10.559
0.320,-0.823,0.467,-17.334,7.141,9.338
0.308,-0.807,0.509,-11.353,4.578,11.230
0.281,-0.798,0.557,-7.812,2.014,13.489
0.286,-0.793,0.554,-7.263,2.136,15.137
0.290,-0.758,0.526,-8.118,2.991,17.517
0.276,-0.721,0.490,-9.033,2.502,20.386
0.257,-0.687,0.459,-9.033,0.183,22.766

-0.769,0.470,1.653,103.210,108.398,-140.503
-0.880,0.419,1.406,103.027,150.879,-129.089
-1.015,0.311,1.058,96.191,187.805,-123.657
-1.166,0.204,0.711,89.661,210.937,-121.155
-1.476,0.162,0.426,90.576,222.290,-121.155
-1.894,0.013,0.046,96.802,230.347,-124.084
-2.244,-0.324,-0.507,95.947,241.028,-135.498
-2.551,-0.776,-1.183,91.370,253.235,-161.987
-2.860,-1.327,-1.900,90.210,266.052,-201.416
-2.992,-2.039,-2.649,84.961,269.897,-248.413
-2.814,-3.107,-3.390,70.007,258.606,-299.988
-1.879,-4.000,-3.869,57.800,229.736,-361.633
-0.251,-4.000,-3.548,110.657,183.838,-437.317
1.783,-4.000,-2.582,222.168,144.226,-466.797
3.740,-4.000,-1.217,313.843,129.028,-353.455
4.000,-3.580,-0.568,288.025,179.749,-121.521
3.304,-2.930,-1.103,166.748,252.014,149.109
1.375,-2.378,-1.793,35.767,249.451,348.633
-0.702,-1.827,-1.663,-24.841,145.630,412.109
-1.786,-1.066,-0.704,24.719,16.235,337.708
-1.998,-0.586,0.590,77.881,-76.843,159.790
-1.814,-0.462,1.460,51.941,-147.766,12.024
-1.599,-0.438,1.572,-8.606,-162.109,-56.213
-1.198,-0.460,1.269,-53.589,-121.521,-70.618
-0.885,-0.482,0.935,-60.486,-74.524,-65.491
-0.584,-0.500,0.719,-37.537,-49.927,-49.500
-0.474,-0.605,0.620,-13.489,-40.588,-35.645
-0.469,-0.768,0.551,5.310,-36.987,-24.597
-0.447,-0.969,0.527,16.235,-31.250,-19.470
-0.403,-1.131,0.529,20.264,-23.437,-21.179
-0.318,-1.241,0.526,22.339,-17.273,-21.484
-0.215,-1.298,0.498,18.066,-14.587,-17.273
-0.170,-1.280,0.463,8.850,-13.367,-7.202
-0.186,-1.192,0.419,1.038,-10.559,8.484
-0.226,-1.106,0.365,-3.113,-6.042,25.818
-0.250,-1.046,0.287,-6.775,-1.892,37.415
-0.262,-1.006,0.211,-10.315,-1.892,40.833
-0.267,-0.971,0.151,-13.550,-6.897,36.987
-0.243,-0.964,0.100,-17.517,-15.137,28.748
-0.192,-1.007,0.036,-24.597,-23.499,19.409
-0.135,-1.084,-0.028,-32.043,-32.288,13.794
-0.128,-1.184,-0.071,-38.574,-41.138,14.221
-0.141,-1.263,-0.087,-43.396,-48.218,20.264
-0.147,-1.298,-0.088,-46.631,-52.856,29.663
-0.180,-1.318,-0.083,-49.744,-55.542,40.588
-0.227,-1.326,-0.098,-53.833,-58.899,51.208
-0.254,-1.336,-0.135,-59.387,-64.331,58.899
-0.264,-1.386,-0.186,-66.589,-72.205,62.805
-0.281,-1.472,-0.226,-72.571,-82.092,66.345
-0.355,-1.547,-0.249,-75.134,-91.431,74.341
-0.399,-1.595,-0.259,-74.402,-95.520,87.219
-0.396,-1.635,-0.258,-72.632,-93.140,100.708
-0.363,-1.660,-0.296,-71.655,-86.670,115.479
-0.331,-1.674,-0.345,-69.946,-82.458,132.751
-0.287,-1.682,-0.414,-65.796,-81.970,150.818
-0.203,-1.744,-0.445,-57.678,-82.825,168.091
-0.041,-1.876,-0.393,-51.147,-81.482,189.636
0.017,-1.940,-0.413,-52.856,-78.430,220.459
-0.019,-1.940,-0.488,-54.565,-74.219,259.094
-0.161,-1.899,-0.536,-54.382,-67.566,298.767
-0.363,-1.803,-0.512,-45.654,-56.824,325.439
-0.393,-1.622,-0.514,-26.917,-40.527,323.792
-0.290,-1.427,-0.541,-12.390,-25.146,292.542
-0.153,-1.233,-0.571,-0.366,-25.391,251.648
-0.066,-1.084,-0.483,9.033,-48.645,213.928
-0.041,-0.966,-0.329,13.733,-89.844,180.603
-0.019,-0.914,-0.106,15.686,-135.498,147.827
0.000,-0.836,0.126,19.226,-171.692,117.371
0.012,-0.802,0.370,19.409,-188.965,94.421
0.045,-0.783,0.575,14.160,-188.660,84.656
0.077,-0.736,0.735,10.071,-177.429,85.632
0.083,-0.630,0.837,9.766,-160.828,89.600
-0.059,-0.545,0.945,10.376,-141.846,90.820
-0.176,-0.433,1.021,7.202,-123.474,83.130
-0.144,-0.247,1.098,2.625,-112.671,63.416
-0.153,-0.055,1.176,-3.601,-114.258,39.185
-0.198,0.141,1.273,-14.709,-125.854,22.217
-0.287,0.278,1.411,-27.222,-139.282,14.343
-0.383,0.376,1.588,-29.175,-141.602,14.526
-0.542,0.486,1.901,-17.456,-124.329,27.039
-0.915,0.685,2.327,5.920,-87.952,53.589
-1.534,0.885,2.847,40.833,-34.790,84.290
-2.202,0.959,3.364,73.730,27.710,104.553
-2.535,0.857,3.640,83.008,87.036,96.191
-2.224,0.663,3.431,59.631,127.686,44.067
-1.601,0.271,2.799,4.456,137.390,-38.147
-0.902,-0.261,1.956,-76.355,115.784,-113.464
-0.246,-0.694,1.141,-149.170,78.247,-153.564
0.288,-1.019,0.465,-189.758,44.128,-159.973
0.720,-1.230,-0.063,-194.092,32.837,-147.156
1.068,-1.316,-0.447,-171.021,45.776,-126.709
1.306,-1.279,-0.654,-127.747,64.209,-97.656
1.425,-1.166,-0.667,-73.120,71.838,-61.707
1.388,-1.037,-0.564,-24.963,68.054,-30.457
1.291,-0.973,-0.412,7.690,56.335,-12.390
1.179,-0.935,-0.227,29.602,40.466,-4.639
1.062,-0.914,-0.034,45.471,24.780,-2.136
0.929,-0.905,0.200,49.500,9.277,1.099
0.750,-0.868,0.443,44.067,-3.601,10.864
0.551,-0.807,0.647,33.142,-11.963,22.583
0.362,-0.713,0.798,21.545,-16.785,32.104
0.182,-0.637,0.909,10.010,-19.714,38.574
0.037,-0.582,0.969,2.930,-21.545,40.710
-0.049,-0.520,1.021,1.526,-23.071,36.499
-0.087,-0.501,1.065,1.282,-22.278,27.405
-0.068,-0.530,1.068,0.916,-17.334,17.212
-0.037,-0.567,1.053,2.075,-9.399,10.071
-0.003,-0.595,1.022,3.845,-1.587,7.568
0.053,-0.636,0.982,3.113,5.493,6.348
0.105,-0.671,0.921,-1.221,10.376,5.615
0.147,-0.698,0.845,-8.545,11.597,5.127
0.194,-0.720,0.759,-17.639,9.460,3.479
0.238,-0.732,0.683,-25.757,5.798,1.038
0.288,-0.749,0.605,-31.311,2.136,-1.282
0.321,-0.789,0.543,-33.508,-0.610,-2.380
0.371,-0.822,0.491,-29.419,-1.526,-2.930
0.432,-0.815,0.478,-20.996,-0.122,-2.075
0.453,-0.845,0.489,-12.634,2.136,2.258
0.461,-0.858,0.493,-5.371,4.700,8.972

-2.060,-1.498,-0.555,2.136,305.359,10.498
-2.696,-1.977,-1.214,-59.082,307.495,7.263
-3.603,-2.294,-1.724,-104.492,298.096,-29.846
-3.485,-2.470,-2.126,-145.264,287.354,-148.743
-2.484,-3.234,-2.420,-195.923,254.578,-377.563
-1.094,-4.000,-2.536,-216.248,175.720,-622.314
0.077,-4.000,-2.523,-124.817,65.674,-724.609
2.228,-4.000,-1.371,47.913,5.798,-524.292
4.000,-4.000,-1.415,223.633,52.368,-255.249
4.000,-3.725,-1.642,209.045,161.072,-71.472
3.991,-2.985,-2.230,132.629,202.393,135.193
2.098,-2.175,-2.113,102.600,133.362,315.308
-0.039,-1.616,-1.266,129.089,16.968,396.545
-1.418,-1.378,-0.083,178.162,-96.985,351.990
-2.256,-1.175,1.260,215.637,-178.589,222.351
-2.661,-0.825,2.357,217.773,-217.957,76.111
-2.470,-0.694,2.804,163.208,-206.970,-24.414
-1.956,-0.732,2.585,61.035,-148.010,-62.805
-1.437,-0.795,1.889,-40.649,-61.035,-74.707
-0.898,-0.856,1.190,-89.539,5.249,-96.558
-0.343,-0.949,0.652,-100.952,22.034,-127.075
0.060,-1.074,0.367,-106.262,-1.343,-150.574
0.284,-1.148,0.210,-104.370,-30.518,-153.870
0.372,-1.207,0.126,-94.055,-44.556,-136.658
0.367,-1.236,0.093,-73.181,-40.283,-104.980
0.315,-1.229,0.129,-40.649,-24.719,-64.941
0.222,-1.216,0.244,-9.949,-11.169,-25.269
0.078,-1.204,0.389,13.916,-5.554,4.761
-0.079,-1.177,0.541,28.564,-3.845,21.057
-0.219,-1.132,0.679,33.020,-2.808,25.208
-0.301,-1.077,0.756,30.396,-0.305,22.217
-0.328,-1.028,0.752,23.010,7.385,17.517
-0.294,-0.991,0.666,11.902,19.653,16.113
-0.229,-0.973,0.536,-0.549,31.738,15.198
-0.146,-0.958,0.388,-11.963,39.307,14.038
-0.059,-0.950,0.257,-22.400,40.100,12.451
0.016,-0.959,0.152,-32.349,34.180,9.033
0.096,-0.976,0.050,-40.894,23.987,2.747
0.166,-0.999,-0.023,-47.668,11.292,-2.747
0.207,-1.043,-0.076,-52.368,-2.869,-4.517
0.227,-1.135,-0.103,-54.565,-16.846,-1.648
0.203,-1.272,-0.107,-55.054,-30.457,6.775
0.135,-1.389,-0.080,-54.443,-44.067,20.081
0.056,-1.454,-0.042,-54.321,-58.105,36.133
-0.028,-1.504,-0.016,-57.129,-70.313,51.697
-0.138,-1.548,-0.016,-62.866,-77.332,67.749
-0.217,-1.555,-0.013,-66.528,-80.933,84.839
-0.299,-1.552,0.001,-67.566,-82.825,100.586
-0.360,-1.562,0.013,-67.749,-84.595,111.694
-0.392,-1.571,0.050,-66.711,-86.975,117.737
-0.395,-1.589,0.105,-68.665,-90.515,118.103
-0.492,-1.937,-0.068,-77.454,-96.741,100.220
-0.578,-1.470,-0.088,-101.318,-109.192,102.966
-0.568,-1.445,-0.254,-110.779,-104.736,160.217
-0.457,-1.674,-0.436,-105.408,-72.083,164.917
-0.383,-1.677,-0.372,-88.623,-41.809,166.565
-0.309,-1.594,-0.288,-48.950,-33.630,170.471
-0.337,-1.561,-0.142,-17.639,-38.574,168.457
-0.322,-1.560,-0.037,-3.845,-47.058,159.424
-0.276,-1.539,-0.000,3.113,-54.199,143.372
-0.115,-1.536,0.013,8.667,-54.626,124.207
0.077,-1.527,0.004,12.573,-49.561,112.732
0.260,-1.575,0.013,14.771,-46.814,116.455
0.414,-1.657,0.033,9.216,-51.758,132.874
0.458,-1.626,0.124,1.160,-65.491,156.677
0.388,-1.421,0.283,-6.470,-79.834,179.077
0.333,-1.113,0.438,-11.597,-87.463,192.322
0.231,-0.824,0.554,-18.372,-88.928,196.045
0.112,-0.536,0.604,-24.780,-89.966,191.956
0.071,-0.256,0.628,-28.564,-95.459,179.016
0.060,-0.057,0.662,-32.471,-106.628,156.860
0.035,0.046,0.695,-33.997,-120.117,131.470
-0.006,0.085,0.748,-33.325,-131.409,109.375
-0.037,0.094,0.850,-26.184,-135.498,93.506
-0.051,0.142,0.984,-12.573,-126.648,85.266
-0.115,0.253,1.152,5.798,-105.408,88.379
-0.296,0.422,1.454,23.499,-80.261,100.952
-0.512,0.762,1.914,44.373,-56.152,114.563
-0.815,1.272,2.636,70.068,-33.752,126.038
-1.517,1.640,3.431,94.360,-7.568,143.799
-2.192,1.742,3.906,79.102,25.940,160.706
-2.558,1.604,3.699,33.447,62.622,141.846
-2.265,1.286,3.016,-17.578,93.262,72.083
-1.554,0.816,2.141,-76.477,108.276,-23.987
-0.853,0.351,1.251,-126.465,97.412,-102.417
-0.325,-0.083,0.633,-147.644,66.528,-147.644
0.112,-0.444,0.271,-142.639,35.706,-168.335
0.515,-0.764,0.044,-121.460,20.935,-176.086
0.869,-1.014,-0.129,-93.445,22.705,-173.950
1.092,-1.162,-0.190,-59.448,26.123,-158.875
1.205,-1.204,-0.126,-24.780,22.522,-132.263
1.233,-1.180,0.020,2.991,14.954,-101.379
1.181,-1.124,0.177,20.508,9.399,-72.510
1.062,-1.026,0.296,28.259,8.667,-48.462
0.928,-0.950,0.392,28.687,10.315,-28.259
0.775,-0.889,0.462,25.452,10.864,-10.986
0.673,-0.830,0.515,20.874,9.888,-1.099
0.592,-0.795,0.556,16.968,6.226,3.540
0.509,-0.766,0.588,15.015,-0.366,7.202
0.442,-0.762,0.623,15.015,-7.507,9.644
0.384,-0.774,0.677,16.907,-12.756,9.644
0.348,-0.772,0.722,21.667,-14.771,10.071
0.310,-0.761,0.766,26.428,-14.404,13.184
0.272,-0.745,0.826,28.931,-13.000,17.517
0.245,-0.712,0.877,28.442,-10.925,20.691
0.216,-0.676,0.923,23.560,-9.644,22.339
0.172,-0.647,0.953,14.893,-9.399,22.583
0.129,-0.646,0.956,4.761,-9.338,22.339
0.105,-0.650,0.947,-3.357,-8.362,20.386
0.112,-0.637,0.927,-8.118,-7.263,16.235
0.120,-0.635,0.898,-11.597,-6.226,12.695
0.128,-0.629,0.863,-13.184,-4.639,11.047
0.138,-0.648,0.820,-12.390,-2.502,9.949
0.141,-0.660,0.792,-9.827,1.404,7.751
0.191,-0.651,0.770,-6.104,6.836,5.371
0.242,-0.660,0.746,-3.784,10.620,3.845
0.260,-0.652,0.724,-3.174,10.376,4.822
0.256,-0.631,0.708,-2.930,7.629,6.226
0.264,-0.628,0.677,-2.808,5.554,5.981

0.299,0.869,1.903,97.534,38.147,-66.040
0.148,1.141,2.184,107.483,49.683,-74.524
-0.121,1.315,2.461,120.728,62.134,-80.261
-0.465,1.374,2.561,125.916,76.294,-75.500
-0.793,1.233,2.427,112.549,96.313,-68.604
-1.192,0.860,2.079,84.351,127.686,-67.078
-1.596,0.485,1.426,44.861,166.260,-56.458
-2.036,0.082,0.629,8.728,204.651,-38.391
-2.620,-0.175,-0.168,-28.198,238.159,-24.841
-3.279,-0.257,-0.910,-53.589,269.165,-44.189
-3.617,-0.597,-1.552,-55.786,289.246,-125.427
-3.729,-1.564,-2.072,-70.313,285.339,-248.535
-3.586,-2.984,-2.577,-112.427,255.676,-376.404
-3.012,-4.000,-2.881,-149.841,212.158,-494.385
-1.713,-4.000,-2.867,-135.559,158.691,-592.163
0.547,-4.000,-2.133,-39.673,87.769,-628.418
2.635,-4.000,-1.015,103.271,20.386,-542.175
3.792,-4.000,-0.318,206.360,22.034,-353.027
3.972,-3.804,-0.941,204.956,129.822,-100.037
3.115,-2.781,-1.829,106.323,221.985,154.785
1.425,-1.858,-2.202,34.790,211.426,363.647
-0.482,-1.286,-1.818,27.954,88.196,475.525
-1.804,-0.823,-0.754,81.726,-49.011,440.002
-2.687,-0.167,0.690,152.527,-127.014,295.837
-2.959,0.183,1.812,184.448,-150.635,127.319
-2.597,0.077,2.329,162.415,-144.897,5.920
-1.921,-0.344,2.333,115.234,-114.258,-50.354
-1.205,-0.711,2.079,64.392,-64.331,-69.336
-0.662,-0.918,1.738,22.766,-22.278,-76.721
-0.265,-1.074,1.389,-7.080,-0.427,-77.087
-0.021,-1.191,1.089,-30.273,8.057,-72.876
0.081,-1.246,0.838,-43.579,10.681,-60.120
0.084,-1.225,0.609,-44.067,15.747,-39.856
0.058,-1.192,0.421,-38.147,26.550,-18.005
0.015,-1.169,0.291,-27.161,38.147,-1.038
-0.011,-1.138,0.224,-11.902,40.955,9.949
-0.038,-1.097,0.219,-0.244,33.325,16.113
-0.076,-1.085,0.265,5.005,20.874,18.433
-0.099,-1.100,0.328,5.554,8.423,18.188
-0.109,-1.131,0.381,2.441,-0.122,17.456
-0.116,-1.166,0.396,-2.625,-4.761,17.395
-0.108,-1.194,0.384,-6.409,-7.080,17.700
-0.067,-1.231,0.352,-8.545,-9.155,17.761
-0.004,-1.278,0.305,-10.193,-10.803,19.897
0.031,-1.326,0.268,-12.573,-11.963,25.940
0.036,-1.352,0.234,-15.930,-12.085,37.048
0.049,-1.382,0.191,-22.278,-11.230,50.232
0.068,-1.400,0.103,-31.372,-9.827,64.270
0.067,-1.421,-0.012,-41.870,-9.766,78.552
0.033,-1.430,-0.135,-52.063,-13.367,92.896
-0.006,-1.420,-0.242,-57.312,-22.217,104.492
-0.063,-1.449,-0.339,-57.068,-35.034,112.061
-0.093,-1.520,-0.427,-56.946,-50.171,116.821
-0.104,-1.592,-0.469,-56.641,-67.017,118.469
-0.140,-1.650,-0.459,-51.453,-83.496,117.859
-0.197,-1.730,-0.441,-42.725,-96.313,119.934
-0.179,-1.809,-0.443,-38.635,-104.553,124.023
-0.187,-1.838,-0.418,-36.865,-110.474,127.380
-0.220,-1.737,-0.356,-29.846,-113.342,131.653
-0.263,-1.576,-0.293,-19.531,-113.159,140.320
-0.250,-1.494,-0.300,-16.357,-110.168,152.771
-0.181,-1.500,-0.354,-26.001,-105.591,157.715
-0.145,-1.493,-0.410,-39.368,-105.103,153.748
-0.135,-1.484,-0.427,-48.157,-112.793,146.423
-0.026,-1.440,-0.404,-55.298,-124.939,132.568
0.086,-1.334,-0.267,-57.495,-138.672,116.028
0.131,-1.171,-0.037,-54.626,-151.367,106.323
0.095,-0.983,0.219,-45.593,-158.020,106.812
0.057,-0.819,0.467,-34.790,-154.724,112.915
0.051,-0.680,0.660,-28.931,-142.395,120.850
0.031,-0.571,0.765,-28.992,-125.977,127.380
0.009,-0.527,0.811,-35.522,-112.488,131.042
-0.050,-0.441,0.859,-49.194,-105.896,129.272
-0.169,-0.289,0.904,-60.242,-103.760,118.958
-0.145,-0.131,0.913,-64.087,-99.548,99.426
-0.019,0.004,0.937,-62.073,-93.933,76.416
0.132,0.145,1.014,-53.589,-90.759,59.265
0.233,0.244,1.133,-39.978,-89.233,53.467
0.270,0.260,1.255,-26.184,-85.876,59.021
0.234,0.275,1.394,-14.404,-77.209,73.975
0.153,0.338,1.562,-4.517,-64.941,97.046
0.038,0.489,1.779,5.859,-51.453,126.038
-0.372,0.737,2.126,28.564,-34.363,163.635
-0.996,0.912,2.531,65.002,-4.028,206.848
-1.502,1.017,2.801,95.215,44.006,237.000
-1.739,1.038,2.775,99.487,92.224,224.304
-1.638,0.938,2.516,63.110,117.188,160.034
-1.276,0.758,2.054,-10.132,102.112,68.787
-0.864,0.463,1.448,-94.849,49.561,-24.292
-0.471,0.157,0.965,-164.734,-21.851,-101.135
-0.096,-0.127,0.670,-202.026,-87.952,-159.607
0.234,-0.398,0.516,-206.421,-127.869,-196.472
0.470,-0.605,0.474,-185.608,-136.597,-207.214
0.632,-0.796,0.486,-148.743,-119.324,-193.787
0.768,-0.898,0.492,-105.042,-87.585,-161.255
0.807,-1.008,0.532,-59.326,-51.819,-121.399
0.835,-1.022,0.582,-12.817,-19.165,-83.618
0.815,-1.015,0.633,21.973,9.033,-51.514
0.740,-0.997,0.650,44.434,28.870,-27.710
0.675,-0.945,0.632,56.030,37.292,-11.475
0.595,-0.900,0.621,58.655,34.302,-1.953
0.527,-0.849,0.631,55.054,23.560,4.150
0.453,-0.796,0.657,46.997,9.277,7.568
0.362,-0.767,0.695,36.804,-4.333,9.033
0.279,-0.736,0.736,26.550,-15.503,10.315
0.221,-0.693,0.771,19.958,-21.729,11.658
0.160,-0.660,0.804,17.944,-22.827,14.648
0.121,-0.627,0.842,20.264,-21.362,20.813
0.067,-0.594,0.882,24.353,-17.761,27.222
0.019,-0.573,0.907,27.588,-12.085,32.654
-0.009,-0.534,0.921,28.198,-6.958,35.645
